CounterpartyId,CounterpartyType,Country_CD,RiskRating,Status,CREATED_TS
CP017454,BANK,C44489,MEDIUM,ACTIVE,2025-07-23 16:31:14
CP017455,BANK,C20474,LOW,ACTIVE,2020-08-18 11:54:05
CP017456,CORP,C25174,LOW,ACTIVE,2020-05-13 07:58:13
CP017457,BANK,C08108,MEDIUM,ACTIVE,2021-02-28 01:49:23
CP017458,CORP,C30653,MEDIUM,ACTIVE,2022-12-21 09:49:28
CP017459,CORP,C38928,MEDIUM,ACTIVE,2022-06-27 23:09:35
CP017460,CORP,C33223,MEDIUM,ACTIVE,2021-08-02 03:49:55
CP017461,CORP,C48094,LOW,ACTIVE,2021-12-19 07:43:45
CP017462,FUND,C08545,HIGH,ACTIVE,2021-02-14 21:25:58
CP017463,CORP,C18496,HIGH,ACTIVE,2025-11-23 06:25:53
CP017464,CORP,C20563,LOW,ACTIVE,2022-01-13 04:13:24
CP017465,CORP,C30200,HIGH,ACTIVE,2024-05-14 07:32:58
CP017466,CORP,C03012,MEDIUM,ACTIVE,2023-08-28 02:54:56
CP017467,BANK,C40090,MEDIUM,ACTIVE,2020-07-08 12:16:26
CP017468,BANK,C35053,LOW,ACTIVE,2024-09-28 19:43:14
CP017469,BANK,C34745,HIGH,ACTIVE,2020-09-27 09:50:32
CP017470,CORP,C39769,LOW,ACTIVE,2021-02-08 01:59:51
CP017471,FUND,C46686,MEDIUM,ACTIVE,2020-08-26 07:21:01
CP017472,FUND,C12651,MEDIUM,ACTIVE,2025-12-20 05:27:35
CP017473,CORP,C46849,LOW,ACTIVE,2023-05-22 10:12:43
CP017474,FUND,C28920,HIGH,ACTIVE,2023-10-20 08:11:53
CP017475,BANK,C10395,LOW,ACTIVE,2024-08-19 20:59:40
CP017476,BANK,C02069,LOW,ACTIVE,2025-02-25 08:49:48
CP017477,FUND,C16647,LOW,ACTIVE,2023-03-26 19:13:28
CP017478,FUND,C04850,HIGH,ACTIVE,2024-04-15 04:38:33
CP017479,CORP,C20783,MEDIUM,ACTIVE,2024-04-11 01:30:37
CP017480,BANK,C32341,HIGH,ACTIVE,2025-01-17 21:17:08
CP017481,FUND,C13258,MEDIUM,ACTIVE,2022-10-22 20:54:58
CP017482,FUND,C21366,LOW,ACTIVE,2025-09-17 03:09:48
CP017483,CORP,C03328,MEDIUM,ACTIVE,2023-06-21 17:39:46
CP017484,BANK,C41584,LOW,ACTIVE,2021-01-11 04:10:57
CP017485,FUND,C31685,MEDIUM,ACTIVE,2026-02-07 18:20:04
CP017486,CORP,C30165,LOW,ACTIVE,2022-05-29 10:34:13
CP017487,CORP,C30903,HIGH,ACTIVE,2026-02-11 07:30:53
CP017488,FUND,C29633,HIGH,ACTIVE,2021-09-24 18:36:50
CP017489,CORP,C38520,LOW,ACTIVE,2024-03-23 08:37:38
CP017490,BANK,C43398,LOW,ACTIVE,2021-05-23 10:59:05
CP017491,BANK,C04732,MEDIUM,ACTIVE,2021-06-18 00:52:35
CP017492,FUND,C38880,MEDIUM,ACTIVE,2024-09-16 02:17:45
CP017493,BANK,C01103,HIGH,ACTIVE,2023-04-18 12:22:13
CP017494,BANK,C24863,HIGH,ACTIVE,2025-08-05 18:59:44
CP017495,BANK,C44418,MEDIUM,ACTIVE,2021-01-09 04:29:25
CP017496,FUND,C47252,HIGH,ACTIVE,2024-05-16 18:22:41
CP017497,BANK,C28375,MEDIUM,ACTIVE,2025-05-06 07:12:54
CP017498,CORP,C48762,LOW,ACTIVE,2020-02-05 12:22:05
CP017499,BANK,C35441,HIGH,ACTIVE,2020-01-23 20:43:42
CP017500,BANK,C34292,LOW,ACTIVE,2022-05-01 16:24:24
CP017501,BANK,C43461,LOW,ACTIVE,2024-11-30 06:31:06
CP017502,FUND,C03853,HIGH,ACTIVE,2023-10-15 05:00:15
CP017503,FUND,C46419,HIGH,ACTIVE,2025-10-05 07:08:38
CP017504,CORP,C42811,MEDIUM,ACTIVE,2020-06-27 04:12:22
CP017505,BANK,C12353,LOW,ACTIVE,2023-09-24 00:00:41
CP017506,BANK,C36557,MEDIUM,ACTIVE,2023-04-25 13:12:29
CP017507,BANK,C19160,LOW,ACTIVE,2020-09-09 13:01:04
CP017508,BANK,C37998,HIGH,ACTIVE,2023-12-03 15:51:43
CP017509,CORP,C05735,LOW,ACTIVE,2020-07-20 11:37:28
CP017510,CORP,C38597,HIGH,ACTIVE,2021-01-31 13:29:56
CP017511,BANK,C04379,HIGH,ACTIVE,2020-11-22 18:30:49
CP017512,BANK,C49176,MEDIUM,ACTIVE,2020-01-29 00:43:53
CP017513,CORP,C08975,LOW,ACTIVE,2021-04-16 13:11:59
CP017514,BANK,C10835,HIGH,ACTIVE,2025-08-21 06:49:28
CP017515,BANK,C32017,LOW,ACTIVE,2024-11-01 11:37:34
CP017516,BANK,C09874,HIGH,ACTIVE,2024-04-26 01:27:13
CP017517,FUND,C24833,MEDIUM,ACTIVE,2021-04-24 23:41:24
CP017518,BANK,C11612,HIGH,ACTIVE,2024-08-23 21:12:21
CP017519,FUND,C10971,LOW,ACTIVE,2023-01-27 19:37:53
CP017520,BANK,C19549,HIGH,ACTIVE,2022-03-16 02:35:11
CP017521,BANK,C32519,HIGH,ACTIVE,2025-12-10 12:28:42
CP017522,FUND,C32466,MEDIUM,ACTIVE,2022-05-03 21:30:48
CP017523,FUND,C43421,HIGH,ACTIVE,2022-01-26 19:33:29
CP017524,FUND,C31048,MEDIUM,ACTIVE,2022-03-03 04:58:44
CP017525,FUND,C08810,LOW,ACTIVE,2022-08-23 03:11:10
CP017526,CORP,C29307,MEDIUM,ACTIVE,2022-10-21 20:04:55
CP017527,FUND,C03547,HIGH,ACTIVE,2022-03-27 01:48:07
CP017528,CORP,C08182,HIGH,ACTIVE,2025-11-15 23:51:23
CP017529,BANK,C29937,MEDIUM,ACTIVE,2023-12-31 15:41:28
CP017530,BANK,C06915,LOW,ACTIVE,2022-06-28 22:41:37
CP017531,CORP,C24455,LOW,ACTIVE,2022-08-27 01:29:15
CP017532,BANK,C30066,HIGH,ACTIVE,2023-12-01 16:08:37
CP017533,BANK,C20641,MEDIUM,ACTIVE,2024-05-04 05:01:18
CP017534,CORP,C22940,HIGH,ACTIVE,2021-05-13 09:33:50
CP017535,BANK,C01258,HIGH,ACTIVE,2023-05-22 02:43:16
CP017536,FUND,C49731,HIGH,ACTIVE,2023-07-29 05:18:57
CP017537,FUND,C46882,MEDIUM,ACTIVE,2025-05-04 16:37:28
CP017538,FUND,C44315,HIGH,ACTIVE,2022-12-12 22:29:23
CP017539,CORP,C07189,LOW,ACTIVE,2023-05-15 12:49:49
CP017540,BANK,C39164,LOW,ACTIVE,2023-04-30 00:19:30
CP017541,FUND,C43065,LOW,ACTIVE,2025-03-28 17:05:59
CP017542,CORP,C36633,MEDIUM,ACTIVE,2025-10-09 23:52:29
CP017543,CORP,C16005,LOW,ACTIVE,2024-03-22 21:25:53
CP017544,FUND,C23107,MEDIUM,ACTIVE,2021-12-03 13:20:03
CP017545,BANK,C21805,LOW,ACTIVE,2026-01-12 15:18:33
CP017546,BANK,C16591,LOW,ACTIVE,2020-01-23 02:40:11
CP017547,CORP,C05156,LOW,ACTIVE,2023-07-22 10:24:18
CP017548,CORP,C02371,HIGH,ACTIVE,2022-06-23 17:22:07
CP017549,CORP,C39547,MEDIUM,ACTIVE,2022-04-15 11:38:59
CP017550,FUND,C12694,HIGH,ACTIVE,2023-04-07 06:09:33
CP017551,BANK,C31285,HIGH,ACTIVE,2022-07-31 04:28:57
CP017552,FUND,C17078,MEDIUM,ACTIVE,2020-01-07 09:36:05
CP017553,BANK,C49748,HIGH,ACTIVE,2023-12-17 12:59:16
CP017554,CORP,C40842,HIGH,ACTIVE,2025-07-30 04:37:24
CP017555,BANK,C24399,LOW,ACTIVE,2021-01-22 09:28:33
CP017556,FUND,C48167,MEDIUM,ACTIVE,2023-08-19 19:40:14
CP017557,CORP,C32660,LOW,ACTIVE,2020-07-17 19:50:48
CP017558,BANK,C31478,MEDIUM,ACTIVE,2021-08-08 16:58:56
CP017559,FUND,C49348,HIGH,ACTIVE,2021-01-06 14:12:23
CP017560,CORP,C10030,MEDIUM,ACTIVE,2020-07-23 18:44:21
CP017561,BANK,C42954,MEDIUM,ACTIVE,2026-02-08 06:08:02
CP017562,BANK,C40939,HIGH,ACTIVE,2024-05-22 00:55:29
CP017563,FUND,C46458,HIGH,ACTIVE,2023-10-09 17:15:35
CP017564,CORP,C02430,LOW,ACTIVE,2024-01-18 05:30:30
CP017565,BANK,C46453,LOW,ACTIVE,2024-12-12 14:29:51
CP017566,CORP,C05154,HIGH,ACTIVE,2024-02-27 15:26:02
CP017567,CORP,C40878,LOW,ACTIVE,2023-05-29 01:27:16
CP017568,FUND,C21807,MEDIUM,ACTIVE,2021-02-18 00:35:42
CP017569,CORP,C20249,LOW,ACTIVE,2020-09-19 04:38:34
CP017570,CORP,C27420,HIGH,ACTIVE,2024-12-02 18:04:58
CP017571,BANK,C34318,HIGH,ACTIVE,2021-03-23 16:57:21
CP017572,FUND,C38854,LOW,ACTIVE,2023-09-10 12:30:00
CP017573,CORP,C05255,HIGH,ACTIVE,2022-01-15 12:14:39
CP017574,FUND,C35880,MEDIUM,ACTIVE,2022-11-30 21:56:21
CP017575,CORP,C34176,LOW,ACTIVE,2022-12-21 09:29:51
CP017576,BANK,C14751,MEDIUM,ACTIVE,2023-05-15 08:51:27
CP017577,BANK,C38402,HIGH,ACTIVE,2024-12-09 02:22:54
CP017578,FUND,C40271,LOW,ACTIVE,2021-10-06 09:32:15
CP017579,FUND,C08632,LOW,ACTIVE,2025-11-03 12:43:35
CP017580,CORP,C35050,LOW,ACTIVE,2025-09-29 11:48:13
CP017581,CORP,C17431,HIGH,ACTIVE,2021-04-07 23:36:17
CP017582,BANK,C03425,MEDIUM,ACTIVE,2023-02-06 18:16:10
CP017583,BANK,C41443,MEDIUM,ACTIVE,2022-01-22 23:01:08
CP017584,BANK,C19273,LOW,ACTIVE,2023-05-06 08:40:38
CP017585,BANK,C03377,LOW,ACTIVE,2021-12-10 19:10:31
CP017586,CORP,C15769,MEDIUM,ACTIVE,2021-07-02 06:40:56
CP017587,CORP,C22704,MEDIUM,ACTIVE,2021-04-28 02:42:22
CP017588,CORP,C23500,LOW,ACTIVE,2022-08-15 11:39:42
CP017589,BANK,C06879,HIGH,ACTIVE,2021-05-25 04:25:53
CP017590,CORP,C30475,LOW,ACTIVE,2020-07-20 07:12:34
CP017591,FUND,C33705,LOW,ACTIVE,2021-04-30 12:17:23
CP017592,BANK,C20864,MEDIUM,ACTIVE,2023-08-15 05:46:55
CP017593,CORP,C45244,HIGH,ACTIVE,2025-08-02 20:50:42
CP017594,CORP,C31057,LOW,ACTIVE,2025-09-19 21:52:21
CP017595,BANK,C07113,HIGH,ACTIVE,2023-04-07 09:55:39
CP017596,CORP,C43839,LOW,ACTIVE,2025-07-08 04:13:20
CP017597,FUND,C46800,MEDIUM,ACTIVE,2025-03-05 02:51:14
CP017598,FUND,C24787,HIGH,ACTIVE,2021-08-22 11:11:39
CP017599,BANK,C30897,MEDIUM,ACTIVE,2023-12-09 19:20:46
CP017600,CORP,C40011,LOW,ACTIVE,2020-09-15 23:44:19
CP017601,FUND,C12240,MEDIUM,ACTIVE,2021-10-22 16:32:34
CP017602,CORP,C21972,LOW,ACTIVE,2025-03-15 08:59:43
CP017603,FUND,C25257,LOW,ACTIVE,2024-09-06 00:34:11
CP017604,FUND,C31402,HIGH,ACTIVE,2025-02-05 07:09:42
CP017605,FUND,C02164,MEDIUM,ACTIVE,2023-07-30 17:36:45
CP017606,BANK,C19676,MEDIUM,ACTIVE,2021-01-30 03:43:56
CP017607,CORP,C29804,LOW,ACTIVE,2024-09-07 12:51:05
CP017608,BANK,C09039,LOW,ACTIVE,2022-05-13 21:56:33
CP017609,FUND,C32190,HIGH,ACTIVE,2023-02-16 04:06:22
CP017610,BANK,C47371,LOW,ACTIVE,2021-04-30 06:53:31
CP017611,BANK,C03592,MEDIUM,ACTIVE,2022-03-16 08:48:09
CP017612,CORP,C19120,MEDIUM,ACTIVE,2024-07-24 05:24:09
CP017613,BANK,C47481,LOW,ACTIVE,2025-12-23 07:31:03
CP017614,CORP,C41005,HIGH,ACTIVE,2023-01-06 23:37:31
CP017615,FUND,C10814,MEDIUM,ACTIVE,2020-12-30 18:56:03
CP017616,BANK,C12043,HIGH,ACTIVE,2024-10-17 01:51:51
CP017617,FUND,C05603,LOW,ACTIVE,2025-01-11 04:39:31
CP017618,FUND,C47551,MEDIUM,ACTIVE,2020-05-05 08:23:57
CP017619,BANK,C15189,MEDIUM,ACTIVE,2025-06-14 14:14:42
CP017620,FUND,C35751,MEDIUM,ACTIVE,2023-02-01 17:40:50
CP017621,BANK,C14440,MEDIUM,ACTIVE,2024-04-09 18:48:24
CP017622,CORP,C01558,MEDIUM,ACTIVE,2020-11-23 21:55:53
CP017623,FUND,C16720,LOW,ACTIVE,2024-10-30 21:12:00
CP017624,CORP,C14223,LOW,ACTIVE,2021-04-04 03:11:14
CP017625,FUND,C34642,MEDIUM,ACTIVE,2022-10-21 20:41:51
CP017626,CORP,C39649,HIGH,ACTIVE,2026-01-03 02:09:33
CP017627,FUND,C12507,LOW,ACTIVE,2025-04-02 23:49:30
CP017628,CORP,C11416,HIGH,ACTIVE,2023-07-21 08:00:35
CP017629,FUND,C33512,LOW,ACTIVE,2023-07-20 16:56:34
CP017630,BANK,C19625,MEDIUM,ACTIVE,2026-02-19 00:05:51
CP017631,FUND,C33907,HIGH,ACTIVE,2025-04-21 14:23:37
CP017632,FUND,C26948,HIGH,ACTIVE,2022-04-10 08:20:15
CP017633,BANK,C29502,HIGH,ACTIVE,2024-01-22 15:09:28
CP017634,CORP,C27009,MEDIUM,ACTIVE,2023-07-16 11:41:36
CP017635,CORP,C16757,MEDIUM,ACTIVE,2023-05-13 12:04:38
CP017636,FUND,C12595,LOW,ACTIVE,2022-01-01 17:51:06
CP017637,FUND,C06809,MEDIUM,ACTIVE,2023-01-08 18:18:13
CP017638,BANK,C04573,LOW,ACTIVE,2024-06-13 18:57:34
CP017639,BANK,C34335,HIGH,ACTIVE,2023-02-22 23:11:56
CP017640,BANK,C26502,LOW,ACTIVE,2022-12-06 00:15:20
CP017641,CORP,C15727,LOW,ACTIVE,2021-12-10 21:36:56
CP017642,BANK,C43489,HIGH,ACTIVE,2023-10-20 17:54:42
CP017643,FUND,C07548,MEDIUM,ACTIVE,2024-06-17 12:39:56
CP017644,BANK,C12435,HIGH,ACTIVE,2024-05-11 00:42:37
CP017645,BANK,C21122,LOW,ACTIVE,2025-09-03 16:39:14
CP017646,FUND,C08038,MEDIUM,ACTIVE,2020-05-18 06:19:58
CP017647,CORP,C41208,LOW,ACTIVE,2023-08-22 08:50:52
CP017648,CORP,C08004,MEDIUM,ACTIVE,2025-12-30 22:36:49
CP017649,BANK,C47057,MEDIUM,ACTIVE,2025-01-22 23:02:59
CP017650,BANK,C48771,LOW,ACTIVE,2021-04-27 21:13:34
CP017651,FUND,C33962,MEDIUM,ACTIVE,2025-10-28 19:51:18
CP017652,CORP,C13394,LOW,ACTIVE,2022-03-03 14:18:11
CP017653,BANK,C28661,LOW,ACTIVE,2025-03-26 11:05:08
CP017654,BANK,C45720,HIGH,ACTIVE,2024-11-28 04:03:55
CP017655,BANK,C09328,HIGH,ACTIVE,2024-05-13 13:15:55
CP017656,FUND,C16545,MEDIUM,ACTIVE,2022-10-14 17:30:31
CP017657,BANK,C24887,HIGH,ACTIVE,2024-09-15 12:35:57
CP017658,FUND,C00948,LOW,ACTIVE,2022-03-13 08:35:04
CP017659,CORP,C35305,MEDIUM,ACTIVE,2022-09-12 03:45:56
CP017660,FUND,C26771,HIGH,ACTIVE,2024-03-01 13:45:17
CP017661,CORP,C18548,MEDIUM,ACTIVE,2024-12-11 16:33:52
CP017662,FUND,C31706,HIGH,ACTIVE,2021-03-24 00:20:29
CP017663,BANK,C11130,MEDIUM,ACTIVE,2020-10-21 18:23:12
CP017664,BANK,C09435,HIGH,ACTIVE,2023-05-28 02:14:42
CP017665,CORP,C39026,HIGH,ACTIVE,2021-12-20 20:45:15
CP017666,BANK,C46423,MEDIUM,ACTIVE,2020-08-28 06:57:44
CP017667,BANK,C23344,HIGH,ACTIVE,2023-12-19 10:18:08
CP017668,BANK,C23423,LOW,ACTIVE,2021-08-07 17:15:01
CP017669,CORP,C33417,HIGH,ACTIVE,2020-08-12 16:15:11
CP017670,FUND,C12981,MEDIUM,ACTIVE,2020-06-26 03:41:07
CP017671,FUND,C28329,MEDIUM,ACTIVE,2024-09-05 17:45:40
CP017672,CORP,C04361,LOW,ACTIVE,2024-05-31 22:45:31
CP017673,CORP,C19892,HIGH,ACTIVE,2022-06-30 04:06:55
CP017674,BANK,C15185,HIGH,ACTIVE,2023-01-04 08:42:54
CP017675,FUND,C15550,MEDIUM,ACTIVE,2022-09-15 08:07:16
CP017676,CORP,C15697,HIGH,ACTIVE,2022-05-03 03:41:41
CP017677,FUND,C15765,MEDIUM,ACTIVE,2021-06-21 01:50:24
CP017678,CORP,C43390,LOW,ACTIVE,2024-04-11 11:58:24
CP017679,CORP,C22299,HIGH,ACTIVE,2020-05-19 21:47:27
CP017680,BANK,C43442,HIGH,ACTIVE,2021-10-24 21:31:40
CP017681,FUND,C34435,LOW,ACTIVE,2024-09-27 06:25:02
CP017682,FUND,C21230,LOW,ACTIVE,2022-08-27 23:02:52
CP017683,CORP,C25171,LOW,ACTIVE,2022-03-21 18:25:18
CP017684,CORP,C46181,HIGH,ACTIVE,2022-12-05 20:20:33
CP017685,CORP,C37210,LOW,ACTIVE,2021-02-16 17:34:49
CP017686,CORP,C48251,HIGH,ACTIVE,2020-09-19 19:50:41
CP017687,BANK,C41856,MEDIUM,ACTIVE,2024-09-04 10:53:40
CP017688,BANK,C23372,LOW,ACTIVE,2025-03-26 14:23:09
CP017689,CORP,C24086,LOW,ACTIVE,2026-02-06 13:56:26
CP017690,BANK,C45987,MEDIUM,ACTIVE,2024-07-10 17:34:46
CP017691,FUND,C27554,LOW,ACTIVE,2021-06-09 03:30:02
CP017692,FUND,C09456,MEDIUM,ACTIVE,2024-09-28 02:48:44
CP017693,CORP,C12358,HIGH,ACTIVE,2024-01-01 04:49:23
CP017694,BANK,C45279,LOW,ACTIVE,2025-09-15 16:05:04
CP017695,BANK,C13607,MEDIUM,ACTIVE,2025-01-01 02:15:06
CP017696,CORP,C20730,MEDIUM,ACTIVE,2021-12-28 18:04:55
CP017697,BANK,C04284,LOW,ACTIVE,2021-04-26 09:14:10
CP017698,FUND,C25567,LOW,ACTIVE,2020-02-05 00:03:12
CP017699,FUND,C12403,MEDIUM,ACTIVE,2023-03-27 04:14:55
CP017700,FUND,C47177,MEDIUM,ACTIVE,2021-11-25 18:03:46
CP017701,FUND,C36626,MEDIUM,ACTIVE,2025-04-01 09:28:39
CP017702,CORP,C32557,MEDIUM,ACTIVE,2021-10-04 23:24:29
CP017703,BANK,C27971,HIGH,ACTIVE,2023-02-15 08:49:42
CP017704,BANK,C26428,MEDIUM,ACTIVE,2024-12-08 16:59:35
CP017705,FUND,C10509,MEDIUM,ACTIVE,2024-03-27 02:57:58
CP017706,BANK,C08039,LOW,ACTIVE,2021-02-01 17:31:20
CP017707,FUND,C13277,MEDIUM,ACTIVE,2022-07-25 00:42:30
CP017708,CORP,C20844,MEDIUM,ACTIVE,2024-06-13 03:44:40
CP017709,CORP,C27955,MEDIUM,ACTIVE,2026-02-19 18:59:52
CP017710,CORP,C46862,HIGH,ACTIVE,2021-03-22 19:51:22
CP017711,FUND,C14652,HIGH,ACTIVE,2020-01-24 12:08:44
CP017712,FUND,C04369,LOW,ACTIVE,2025-09-26 19:00:06
CP017713,CORP,C08725,LOW,ACTIVE,2023-02-12 05:36:09
CP017714,BANK,C28532,HIGH,ACTIVE,2026-01-31 10:51:35
CP017715,BANK,C26388,LOW,ACTIVE,2026-03-21 00:36:20
CP017716,BANK,C45016,LOW,ACTIVE,2024-09-14 10:31:44
CP017717,FUND,C03082,HIGH,ACTIVE,2023-12-15 22:43:42
CP017718,FUND,C15976,HIGH,ACTIVE,2023-07-11 06:21:22
CP017719,FUND,C42168,MEDIUM,ACTIVE,2026-03-01 15:57:44
CP017720,BANK,C29180,LOW,ACTIVE,2024-08-19 00:15:26
CP017721,CORP,C39693,MEDIUM,ACTIVE,2020-07-19 06:23:44
CP017722,BANK,C34699,HIGH,ACTIVE,2025-01-22 07:13:04
CP017723,CORP,C46343,MEDIUM,ACTIVE,2025-01-17 16:14:25
CP017724,CORP,C07809,HIGH,ACTIVE,2022-06-27 09:04:57
CP017725,FUND,C44896,MEDIUM,ACTIVE,2024-07-08 01:11:36
CP017726,BANK,C28031,LOW,ACTIVE,2023-03-25 00:09:56
CP017727,CORP,C42267,MEDIUM,ACTIVE,2023-04-10 03:54:07
CP017728,FUND,C26314,HIGH,ACTIVE,2021-08-13 03:25:59
CP017729,FUND,C40025,MEDIUM,ACTIVE,2023-10-06 10:02:08
CP017730,BANK,C12639,HIGH,ACTIVE,2024-03-24 18:30:57
CP017731,FUND,C05630,LOW,ACTIVE,2022-12-19 01:14:19
CP017732,BANK,C47919,HIGH,ACTIVE,2020-03-03 20:02:58
CP017733,FUND,C26508,HIGH,ACTIVE,2022-02-14 21:57:13
CP017734,BANK,C03812,HIGH,ACTIVE,2022-03-02 16:20:38
CP017735,FUND,C38083,LOW,ACTIVE,2023-06-22 17:54:42
CP017736,CORP,C49415,HIGH,ACTIVE,2020-03-10 22:33:21
CP017737,BANK,C05146,LOW,ACTIVE,2025-06-10 07:24:58
CP017738,CORP,C05352,HIGH,ACTIVE,2022-10-09 19:22:54
CP017739,BANK,C20428,HIGH,ACTIVE,2020-03-21 04:24:59
CP017740,BANK,C45395,LOW,ACTIVE,2023-01-27 17:22:33
CP017741,BANK,C15543,MEDIUM,ACTIVE,2023-05-21 08:59:58
CP017742,FUND,C47701,LOW,ACTIVE,2022-10-04 16:25:20
CP017743,CORP,C37331,MEDIUM,ACTIVE,2021-03-26 12:16:55
CP017744,FUND,C39164,HIGH,ACTIVE,2022-07-18 00:45:51
CP017745,BANK,C35054,LOW,ACTIVE,2023-12-10 08:28:59
CP017746,CORP,C22418,HIGH,ACTIVE,2021-03-24 06:10:40
CP017747,CORP,C29171,MEDIUM,ACTIVE,2022-05-23 07:24:18
CP017748,BANK,C20991,HIGH,ACTIVE,2023-06-21 21:40:59
CP017749,FUND,C39899,LOW,ACTIVE,2024-09-02 10:06:36
CP017750,CORP,C22823,HIGH,ACTIVE,2025-04-24 23:35:34
CP017751,CORP,C14499,MEDIUM,ACTIVE,2024-12-03 13:12:58
CP017752,CORP,C36927,LOW,ACTIVE,2025-08-03 03:01:28
CP017753,FUND,C17124,MEDIUM,ACTIVE,2023-01-18 19:52:29
CP017754,CORP,C15353,LOW,ACTIVE,2025-03-24 15:19:52
CP017755,BANK,C38236,HIGH,ACTIVE,2023-07-28 11:52:19
CP017756,FUND,C34797,MEDIUM,ACTIVE,2024-10-20 15:15:39
CP017757,BANK,C07032,MEDIUM,ACTIVE,2022-04-17 19:14:18
CP017758,CORP,C05497,MEDIUM,ACTIVE,2025-08-01 04:11:00
CP017759,BANK,C32511,LOW,ACTIVE,2024-01-24 06:25:53
CP017760,BANK,C14476,HIGH,ACTIVE,2023-06-11 01:58:02
CP017761,FUND,C27411,MEDIUM,ACTIVE,2023-08-24 21:06:40
CP017762,FUND,C47013,HIGH,ACTIVE,2020-10-12 04:19:09
CP017763,FUND,C18071,LOW,ACTIVE,2020-05-09 23:42:08
CP017764,CORP,C37025,MEDIUM,ACTIVE,2020-07-19 23:29:42
CP017765,FUND,C08038,MEDIUM,ACTIVE,2023-01-17 11:22:33
CP017766,FUND,C00565,LOW,ACTIVE,2023-10-23 15:22:37
CP017767,BANK,C26664,MEDIUM,ACTIVE,2021-09-14 15:22:19
CP017768,BANK,C02881,LOW,ACTIVE,2021-08-22 16:01:30
CP017769,BANK,C07994,LOW,ACTIVE,2024-11-11 14:41:35
CP017770,FUND,C09436,LOW,ACTIVE,2022-04-26 11:23:16
CP017771,FUND,C08003,LOW,ACTIVE,2022-07-11 08:30:22
CP017772,CORP,C47033,MEDIUM,ACTIVE,2023-09-22 17:18:00
CP017773,BANK,C16845,MEDIUM,ACTIVE,2020-02-24 04:10:10
CP017774,CORP,C46604,LOW,ACTIVE,2024-07-22 15:25:31
CP017775,FUND,C00734,MEDIUM,ACTIVE,2023-08-06 11:39:06
CP017776,CORP,C12997,MEDIUM,ACTIVE,2021-11-24 11:59:11
CP017777,FUND,C16107,HIGH,ACTIVE,2025-07-08 11:18:29
CP017778,FUND,C16172,MEDIUM,ACTIVE,2020-12-02 16:28:27
CP017779,CORP,C04806,LOW,ACTIVE,2022-01-17 22:50:19
CP017780,BANK,C05056,LOW,ACTIVE,2025-09-21 19:49:04
CP017781,CORP,C11579,LOW,ACTIVE,2020-10-02 17:24:27
CP017782,BANK,C09424,LOW,ACTIVE,2023-06-02 07:46:56
CP017783,BANK,C20189,LOW,ACTIVE,2020-10-31 03:04:11
CP017784,FUND,C45373,HIGH,ACTIVE,2020-09-20 09:56:14
CP017785,CORP,C20189,MEDIUM,ACTIVE,2023-01-24 14:07:15
CP017786,BANK,C38032,MEDIUM,ACTIVE,2022-11-24 13:32:41
CP017787,FUND,C03167,MEDIUM,ACTIVE,2022-12-17 00:41:36
CP017788,BANK,C23809,MEDIUM,ACTIVE,2021-10-23 06:43:04
CP017789,BANK,C11756,HIGH,ACTIVE,2022-01-09 01:17:10
CP017790,BANK,C15662,LOW,ACTIVE,2024-06-25 21:02:31
CP017791,FUND,C19478,MEDIUM,ACTIVE,2022-06-13 03:48:31
CP017792,BANK,C27629,LOW,ACTIVE,2023-06-24 15:33:58
CP017793,FUND,C18469,MEDIUM,ACTIVE,2022-02-04 00:03:43
CP017794,FUND,C06335,HIGH,ACTIVE,2021-02-11 16:47:29
CP017795,BANK,C42838,HIGH,ACTIVE,2022-05-15 06:14:11
CP017796,BANK,C48649,MEDIUM,ACTIVE,2022-03-17 20:03:39
CP017797,FUND,C16770,LOW,ACTIVE,2023-01-23 10:16:30
CP017798,BANK,C33373,MEDIUM,ACTIVE,2021-08-20 22:55:32
CP017799,CORP,C18851,MEDIUM,ACTIVE,2020-09-15 19:22:14
CP017800,BANK,C05581,HIGH,ACTIVE,2020-10-06 12:10:28
CP017801,BANK,C27081,LOW,ACTIVE,2021-08-16 16:24:50
CP017802,CORP,C13860,HIGH,ACTIVE,2020-12-20 23:48:32
CP017803,FUND,C14954,MEDIUM,ACTIVE,2025-10-28 04:49:10
CP017804,FUND,C26995,HIGH,ACTIVE,2022-04-21 19:28:49
CP017805,FUND,C18768,LOW,ACTIVE,2023-10-22 07:28:51
CP017806,FUND,C43857,MEDIUM,ACTIVE,2021-10-01 09:29:20
CP017807,CORP,C27990,MEDIUM,ACTIVE,2023-05-11 12:42:59
CP017808,FUND,C41076,MEDIUM,ACTIVE,2023-06-14 21:57:02
CP017809,CORP,C19778,LOW,ACTIVE,2022-10-03 05:52:15
CP017810,CORP,C36863,MEDIUM,ACTIVE,2025-10-07 01:21:00
CP017811,BANK,C19751,LOW,ACTIVE,2025-07-05 02:53:02
CP017812,FUND,C31981,LOW,ACTIVE,2021-04-09 00:53:17
CP017813,FUND,C10281,LOW,ACTIVE,2025-08-25 01:00:25
CP017814,BANK,C08765,MEDIUM,ACTIVE,2024-03-28 04:24:33
CP017815,BANK,C37100,HIGH,ACTIVE,2024-03-26 13:24:56
CP017816,FUND,C14030,HIGH,ACTIVE,2024-06-24 10:46:42
