INSTRUMENT_CD,INSTRUMENT_DESC,INSTRUMENT_TYPE,IS_ACTIVE
INS032314,Instrument INS032314,FX,Y
INS032315,Instrument INS032315,EQUITY,Y
INS032316,Instrument INS032316,BOND,Y
INS032317,Instrument INS032317,FX,Y
INS032318,Instrument INS032318,EQUITY,Y
INS032319,Instrument INS032319,FX,Y
INS032320,Instrument INS032320,EQUITY,Y
INS032321,Instrument INS032321,FX,Y
INS032322,Instrument INS032322,EQUITY,Y
INS032323,Instrument INS032323,FX,Y
INS032324,Instrument INS032324,FX,Y
INS032325,Instrument INS032325,FX,Y
INS032326,Instrument INS032326,EQUITY,Y
INS032327,Instrument INS032327,BOND,Y
INS032328,Instrument INS032328,FX,Y
INS032329,Instrument INS032329,EQUITY,Y
INS032330,Instrument INS032330,EQUITY,Y
INS032331,Instrument INS032331,EQUITY,Y
INS032332,Instrument INS032332,BOND,Y
INS032333,Instrument INS032333,BOND,Y
INS032334,Instrument INS032334,BOND,Y
INS032335,Instrument INS032335,FX,Y
INS032336,Instrument INS032336,FX,Y
INS032337,Instrument INS032337,EQUITY,Y
INS032338,Instrument INS032338,EQUITY,Y
INS032339,Instrument INS032339,FX,Y
INS032340,Instrument INS032340,EQUITY,Y
INS032341,Instrument INS032341,EQUITY,Y
INS032342,Instrument INS032342,BOND,Y
INS032343,Instrument INS032343,FX,Y
INS032344,Instrument INS032344,BOND,Y
INS032345,Instrument INS032345,EQUITY,Y
INS032346,Instrument INS032346,FX,Y
INS032347,Instrument INS032347,BOND,Y
INS032348,Instrument INS032348,FX,Y
INS032349,Instrument INS032349,EQUITY,Y
INS032350,Instrument INS032350,EQUITY,Y
INS032351,Instrument INS032351,EQUITY,Y
INS032352,Instrument INS032352,FX,Y
INS032353,Instrument INS032353,FX,Y
INS032354,Instrument INS032354,BOND,Y
INS032355,Instrument INS032355,FX,Y
INS032356,Instrument INS032356,BOND,Y
INS032357,Instrument INS032357,BOND,Y
INS032358,Instrument INS032358,BOND,Y
INS032359,Instrument INS032359,FX,Y
INS032360,Instrument INS032360,FX,Y
INS032361,Instrument INS032361,FX,Y
INS032362,Instrument INS032362,BOND,Y
INS032363,Instrument INS032363,EQUITY,Y
INS032364,Instrument INS032364,BOND,Y
INS032365,Instrument INS032365,BOND,Y
INS032366,Instrument INS032366,BOND,Y
INS032367,Instrument INS032367,FX,Y
INS032368,Instrument INS032368,BOND,Y
INS032369,Instrument INS032369,BOND,Y
INS032370,Instrument INS032370,BOND,Y
INS032371,Instrument INS032371,EQUITY,Y
INS032372,Instrument INS032372,FX,Y
INS032373,Instrument INS032373,BOND,Y
INS032374,Instrument INS032374,BOND,Y
INS032375,Instrument INS032375,EQUITY,Y
INS032376,Instrument INS032376,FX,Y
INS032377,Instrument INS032377,BOND,Y
INS032378,Instrument INS032378,FX,Y
INS032379,Instrument INS032379,BOND,Y
INS032380,Instrument INS032380,BOND,Y
INS032381,Instrument INS032381,FX,Y
INS032382,Instrument INS032382,EQUITY,Y
INS032383,Instrument INS032383,BOND,Y
INS032384,Instrument INS032384,FX,Y
INS032385,Instrument INS032385,BOND,Y
INS032386,Instrument INS032386,BOND,Y
INS032387,Instrument INS032387,EQUITY,Y
INS032388,Instrument INS032388,EQUITY,Y
INS032389,Instrument INS032389,FX,Y
INS032390,Instrument INS032390,BOND,Y
INS032391,Instrument INS032391,BOND,Y
INS032392,Instrument INS032392,FX,Y
INS032393,Instrument INS032393,BOND,Y
INS032394,Instrument INS032394,BOND,Y
INS032395,Instrument INS032395,FX,Y
INS032396,Instrument INS032396,EQUITY,Y
INS032397,Instrument INS032397,BOND,Y
INS032398,Instrument INS032398,EQUITY,Y
INS032399,Instrument INS032399,EQUITY,Y
INS032400,Instrument INS032400,EQUITY,Y
INS032401,Instrument INS032401,FX,Y
INS032402,Instrument INS032402,FX,Y
INS032403,Instrument INS032403,FX,Y
INS032404,Instrument INS032404,EQUITY,Y
INS032405,Instrument INS032405,EQUITY,Y
INS032406,Instrument INS032406,EQUITY,Y
INS032407,Instrument INS032407,BOND,Y
INS032408,Instrument INS032408,EQUITY,Y
INS032409,Instrument INS032409,BOND,Y
INS032410,Instrument INS032410,EQUITY,Y
INS032411,Instrument INS032411,BOND,Y
INS032412,Instrument INS032412,BOND,Y
INS032413,Instrument INS032413,FX,Y
INS032414,Instrument INS032414,FX,Y
INS032415,Instrument INS032415,EQUITY,Y
INS032416,Instrument INS032416,FX,Y
INS032417,Instrument INS032417,BOND,Y
INS032418,Instrument INS032418,FX,Y
INS032419,Instrument INS032419,FX,Y
INS032420,Instrument INS032420,BOND,Y
INS032421,Instrument INS032421,EQUITY,Y
INS032422,Instrument INS032422,EQUITY,Y
INS032423,Instrument INS032423,BOND,Y
INS032424,Instrument INS032424,FX,Y
INS032425,Instrument INS032425,EQUITY,Y
INS032426,Instrument INS032426,BOND,Y
INS032427,Instrument INS032427,EQUITY,Y
INS032428,Instrument INS032428,BOND,Y
INS032429,Instrument INS032429,FX,Y
INS032430,Instrument INS032430,EQUITY,Y
INS032431,Instrument INS032431,BOND,Y
INS032432,Instrument INS032432,EQUITY,Y
INS032433,Instrument INS032433,FX,Y
INS032434,Instrument INS032434,EQUITY,Y
INS032435,Instrument INS032435,BOND,Y
INS032436,Instrument INS032436,FX,Y
INS032437,Instrument INS032437,BOND,Y
INS032438,Instrument INS032438,FX,Y
INS032439,Instrument INS032439,EQUITY,Y
INS032440,Instrument INS032440,FX,Y
INS032441,Instrument INS032441,FX,Y
INS032442,Instrument INS032442,FX,Y
INS032443,Instrument INS032443,FX,Y
INS032444,Instrument INS032444,BOND,Y
INS032445,Instrument INS032445,FX,Y
INS032446,Instrument INS032446,BOND,Y
INS032447,Instrument INS032447,BOND,Y
INS032448,Instrument INS032448,EQUITY,Y
INS032449,Instrument INS032449,EQUITY,Y
INS032450,Instrument INS032450,FX,Y
INS032451,Instrument INS032451,FX,Y
INS032452,Instrument INS032452,EQUITY,Y
INS032453,Instrument INS032453,EQUITY,Y
INS032454,Instrument INS032454,BOND,Y
INS032455,Instrument INS032455,FX,Y
INS032456,Instrument INS032456,EQUITY,Y
INS032457,Instrument INS032457,EQUITY,Y
INS032458,Instrument INS032458,BOND,Y
INS032459,Instrument INS032459,BOND,Y
INS032460,Instrument INS032460,EQUITY,Y
INS032461,Instrument INS032461,FX,Y
INS032462,Instrument INS032462,BOND,Y
INS032463,Instrument INS032463,BOND,Y
INS032464,Instrument INS032464,FX,Y
INS032465,Instrument INS032465,EQUITY,Y
INS032466,Instrument INS032466,EQUITY,Y
INS032467,Instrument INS032467,FX,Y
INS032468,Instrument INS032468,FX,Y
INS032469,Instrument INS032469,BOND,Y
INS032470,Instrument INS032470,EQUITY,Y
INS032471,Instrument INS032471,EQUITY,Y
INS032472,Instrument INS032472,EQUITY,Y
INS032473,Instrument INS032473,FX,Y
INS032474,Instrument INS032474,FX,Y
INS032475,Instrument INS032475,EQUITY,Y
INS032476,Instrument INS032476,FX,Y
INS032477,Instrument INS032477,FX,Y
INS032478,Instrument INS032478,FX,Y
INS032479,Instrument INS032479,EQUITY,Y
INS032480,Instrument INS032480,EQUITY,Y
INS032481,Instrument INS032481,EQUITY,Y
INS032482,Instrument INS032482,BOND,Y
INS032483,Instrument INS032483,EQUITY,Y
INS032484,Instrument INS032484,BOND,Y
INS032485,Instrument INS032485,FX,Y
INS032486,Instrument INS032486,FX,Y
INS032487,Instrument INS032487,FX,Y
INS032488,Instrument INS032488,EQUITY,Y
INS032489,Instrument INS032489,BOND,Y
INS032490,Instrument INS032490,EQUITY,Y
INS032491,Instrument INS032491,EQUITY,Y
INS032492,Instrument INS032492,FX,Y
INS032493,Instrument INS032493,BOND,Y
INS032494,Instrument INS032494,EQUITY,Y
INS032495,Instrument INS032495,BOND,Y
INS032496,Instrument INS032496,EQUITY,Y
INS032497,Instrument INS032497,FX,Y
INS032498,Instrument INS032498,EQUITY,Y
INS032499,Instrument INS032499,BOND,Y
INS032500,Instrument INS032500,FX,Y
INS032501,Instrument INS032501,EQUITY,Y
INS032502,Instrument INS032502,BOND,Y
INS032503,Instrument INS032503,BOND,Y
INS032504,Instrument INS032504,FX,Y
INS032505,Instrument INS032505,FX,Y
INS032506,Instrument INS032506,EQUITY,Y
INS032507,Instrument INS032507,FX,Y
INS032508,Instrument INS032508,EQUITY,Y
INS032509,Instrument INS032509,BOND,Y
INS032510,Instrument INS032510,FX,Y
INS032511,Instrument INS032511,BOND,Y
INS032512,Instrument INS032512,BOND,Y
INS032513,Instrument INS032513,EQUITY,Y
INS032514,Instrument INS032514,FX,Y
INS032515,Instrument INS032515,EQUITY,Y
INS032516,Instrument INS032516,FX,Y
INS032517,Instrument INS032517,EQUITY,Y
INS032518,Instrument INS032518,EQUITY,Y
INS032519,Instrument INS032519,EQUITY,Y
INS032520,Instrument INS032520,BOND,Y
INS032521,Instrument INS032521,FX,Y
INS032522,Instrument INS032522,BOND,Y
INS032523,Instrument INS032523,BOND,Y
INS032524,Instrument INS032524,EQUITY,Y
INS032525,Instrument INS032525,EQUITY,Y
INS032526,Instrument INS032526,BOND,Y
INS032527,Instrument INS032527,FX,Y
INS032528,Instrument INS032528,EQUITY,Y
INS032529,Instrument INS032529,BOND,Y
INS032530,Instrument INS032530,FX,Y
INS032531,Instrument INS032531,FX,Y
INS032532,Instrument INS032532,BOND,Y
INS032533,Instrument INS032533,BOND,Y
INS032534,Instrument INS032534,FX,Y
INS032535,Instrument INS032535,FX,Y
INS032536,Instrument INS032536,BOND,Y
INS032537,Instrument INS032537,BOND,Y
INS032538,Instrument INS032538,FX,Y
INS032539,Instrument INS032539,EQUITY,Y
INS032540,Instrument INS032540,FX,Y
INS032541,Instrument INS032541,FX,Y
INS032542,Instrument INS032542,FX,Y
INS032543,Instrument INS032543,FX,Y
INS032544,Instrument INS032544,EQUITY,Y
INS032545,Instrument INS032545,BOND,Y
INS032546,Instrument INS032546,FX,Y
INS032547,Instrument INS032547,BOND,Y
INS032548,Instrument INS032548,BOND,Y
INS032549,Instrument INS032549,BOND,Y
INS032550,Instrument INS032550,FX,Y
INS032551,Instrument INS032551,FX,Y
INS032552,Instrument INS032552,FX,Y
INS032553,Instrument INS032553,EQUITY,Y
INS032554,Instrument INS032554,BOND,Y
INS032555,Instrument INS032555,EQUITY,Y
INS032556,Instrument INS032556,EQUITY,Y
INS032557,Instrument INS032557,FX,Y
INS032558,Instrument INS032558,BOND,Y
INS032559,Instrument INS032559,BOND,Y
INS032560,Instrument INS032560,FX,Y
INS032561,Instrument INS032561,FX,Y
INS032562,Instrument INS032562,EQUITY,Y
INS032563,Instrument INS032563,FX,Y
INS032564,Instrument INS032564,EQUITY,Y
INS032565,Instrument INS032565,BOND,Y
INS032566,Instrument INS032566,EQUITY,Y
INS032567,Instrument INS032567,FX,Y
INS032568,Instrument INS032568,BOND,Y
INS032569,Instrument INS032569,EQUITY,Y
INS032570,Instrument INS032570,EQUITY,Y
INS032571,Instrument INS032571,BOND,Y
INS032572,Instrument INS032572,EQUITY,Y
INS032573,Instrument INS032573,EQUITY,Y
INS032574,Instrument INS032574,EQUITY,Y
INS032575,Instrument INS032575,FX,Y
INS032576,Instrument INS032576,FX,Y
INS032577,Instrument INS032577,FX,Y
INS032578,Instrument INS032578,EQUITY,Y
INS032579,Instrument INS032579,BOND,Y
INS032580,Instrument INS032580,EQUITY,Y
INS032581,Instrument INS032581,EQUITY,Y
INS032582,Instrument INS032582,FX,Y
INS032583,Instrument INS032583,FX,Y
INS032584,Instrument INS032584,EQUITY,Y
INS032585,Instrument INS032585,FX,Y
INS032586,Instrument INS032586,EQUITY,Y
INS032587,Instrument INS032587,FX,Y
INS032588,Instrument INS032588,EQUITY,Y
INS032589,Instrument INS032589,EQUITY,Y
INS032590,Instrument INS032590,BOND,Y
INS032591,Instrument INS032591,FX,Y
INS032592,Instrument INS032592,BOND,Y
INS032593,Instrument INS032593,FX,Y
INS032594,Instrument INS032594,FX,Y
INS032595,Instrument INS032595,FX,Y
INS032596,Instrument INS032596,BOND,Y
INS032597,Instrument INS032597,FX,Y
INS032598,Instrument INS032598,EQUITY,Y
INS032599,Instrument INS032599,EQUITY,Y
INS032600,Instrument INS032600,FX,Y
INS032601,Instrument INS032601,FX,Y
INS032602,Instrument INS032602,FX,Y
INS032603,Instrument INS032603,FX,Y
INS032604,Instrument INS032604,FX,Y
INS032605,Instrument INS032605,FX,Y
INS032606,Instrument INS032606,BOND,Y
INS032607,Instrument INS032607,EQUITY,Y
INS032608,Instrument INS032608,FX,Y
INS032609,Instrument INS032609,BOND,Y
INS032610,Instrument INS032610,BOND,Y
INS032611,Instrument INS032611,FX,Y
INS032612,Instrument INS032612,BOND,Y
INS032613,Instrument INS032613,EQUITY,Y
INS032614,Instrument INS032614,FX,Y
INS032615,Instrument INS032615,FX,Y
INS032616,Instrument INS032616,EQUITY,Y
INS032617,Instrument INS032617,BOND,Y
INS032618,Instrument INS032618,FX,Y
INS032619,Instrument INS032619,EQUITY,Y
INS032620,Instrument INS032620,EQUITY,Y
INS032621,Instrument INS032621,FX,Y
INS032622,Instrument INS032622,EQUITY,Y
INS032623,Instrument INS032623,FX,Y
INS032624,Instrument INS032624,BOND,Y
INS032625,Instrument INS032625,FX,Y
INS032626,Instrument INS032626,FX,Y
INS032627,Instrument INS032627,EQUITY,Y
INS032628,Instrument INS032628,EQUITY,Y
INS032629,Instrument INS032629,BOND,Y
INS032630,Instrument INS032630,FX,Y
INS032631,Instrument INS032631,BOND,Y
INS032632,Instrument INS032632,EQUITY,Y
INS032633,Instrument INS032633,BOND,Y
INS032634,Instrument INS032634,FX,Y
INS032635,Instrument INS032635,FX,Y
INS032636,Instrument INS032636,FX,Y
INS032637,Instrument INS032637,EQUITY,Y
INS032638,Instrument INS032638,EQUITY,Y
INS032639,Instrument INS032639,FX,Y
INS032640,Instrument INS032640,EQUITY,Y
INS032641,Instrument INS032641,BOND,Y
INS032642,Instrument INS032642,BOND,Y
INS032643,Instrument INS032643,FX,Y
INS032644,Instrument INS032644,EQUITY,Y
INS032645,Instrument INS032645,FX,Y
INS032646,Instrument INS032646,BOND,Y
INS032647,Instrument INS032647,BOND,Y
INS032648,Instrument INS032648,EQUITY,Y
INS032649,Instrument INS032649,BOND,Y
INS032650,Instrument INS032650,EQUITY,Y
INS032651,Instrument INS032651,EQUITY,Y
INS032652,Instrument INS032652,BOND,Y
INS032653,Instrument INS032653,BOND,Y
INS032654,Instrument INS032654,FX,Y
INS032655,Instrument INS032655,EQUITY,Y
INS032656,Instrument INS032656,FX,Y
INS032657,Instrument INS032657,EQUITY,Y
INS032658,Instrument INS032658,BOND,Y
INS032659,Instrument INS032659,EQUITY,Y
INS032660,Instrument INS032660,FX,Y
INS032661,Instrument INS032661,EQUITY,Y
INS032662,Instrument INS032662,BOND,Y
INS032663,Instrument INS032663,FX,Y
INS032664,Instrument INS032664,EQUITY,Y
INS032665,Instrument INS032665,EQUITY,Y
INS032666,Instrument INS032666,EQUITY,Y
INS032667,Instrument INS032667,EQUITY,Y
INS032668,Instrument INS032668,EQUITY,Y
INS032669,Instrument INS032669,BOND,Y
INS032670,Instrument INS032670,BOND,Y
INS032671,Instrument INS032671,FX,Y
INS032672,Instrument INS032672,EQUITY,Y
INS032673,Instrument INS032673,BOND,Y
INS032674,Instrument INS032674,BOND,Y
INS032675,Instrument INS032675,EQUITY,Y
INS032676,Instrument INS032676,FX,Y
INS032677,Instrument INS032677,EQUITY,Y
INS032678,Instrument INS032678,FX,Y
INS032679,Instrument INS032679,FX,Y
INS032680,Instrument INS032680,BOND,Y
INS032681,Instrument INS032681,FX,Y
INS032682,Instrument INS032682,BOND,Y
INS032683,Instrument INS032683,BOND,Y
INS032684,Instrument INS032684,EQUITY,Y
INS032685,Instrument INS032685,EQUITY,Y
INS032686,Instrument INS032686,FX,Y
INS032687,Instrument INS032687,EQUITY,Y
INS032688,Instrument INS032688,EQUITY,Y
INS032689,Instrument INS032689,FX,Y
INS032690,Instrument INS032690,EQUITY,Y
INS032691,Instrument INS032691,BOND,Y
INS032692,Instrument INS032692,EQUITY,Y
INS032693,Instrument INS032693,EQUITY,Y
INS032694,Instrument INS032694,EQUITY,Y
INS032695,Instrument INS032695,BOND,Y
INS032696,Instrument INS032696,FX,Y
INS032697,Instrument INS032697,BOND,Y
INS032698,Instrument INS032698,FX,Y
INS032699,Instrument INS032699,BOND,Y
INS032700,Instrument INS032700,EQUITY,Y
INS032701,Instrument INS032701,BOND,Y
INS032702,Instrument INS032702,FX,Y
INS032703,Instrument INS032703,EQUITY,Y
INS032704,Instrument INS032704,FX,Y
INS032705,Instrument INS032705,EQUITY,Y
INS032706,Instrument INS032706,EQUITY,Y
INS032707,Instrument INS032707,BOND,Y
INS032708,Instrument INS032708,FX,Y
INS032709,Instrument INS032709,BOND,Y
INS032710,Instrument INS032710,FX,Y
INS032711,Instrument INS032711,BOND,Y
INS032712,Instrument INS032712,EQUITY,Y
INS032713,Instrument INS032713,FX,Y
INS032714,Instrument INS032714,FX,Y
INS032715,Instrument INS032715,BOND,Y
INS032716,Instrument INS032716,FX,Y
INS032717,Instrument INS032717,BOND,Y
INS032718,Instrument INS032718,BOND,Y
INS032719,Instrument INS032719,FX,Y
INS032720,Instrument INS032720,BOND,Y
INS032721,Instrument INS032721,FX,Y
INS032722,Instrument INS032722,EQUITY,Y
INS032723,Instrument INS032723,BOND,Y
INS032724,Instrument INS032724,EQUITY,Y
INS032725,Instrument INS032725,BOND,Y
INS032726,Instrument INS032726,FX,Y
INS032727,Instrument INS032727,BOND,Y
INS032728,Instrument INS032728,BOND,Y
INS032729,Instrument INS032729,FX,Y
INS032730,Instrument INS032730,EQUITY,Y
INS032731,Instrument INS032731,FX,Y
INS032732,Instrument INS032732,EQUITY,Y
INS032733,Instrument INS032733,EQUITY,Y
INS032734,Instrument INS032734,BOND,Y
INS032735,Instrument INS032735,BOND,Y
INS032736,Instrument INS032736,EQUITY,Y
INS032737,Instrument INS032737,FX,Y
INS032738,Instrument INS032738,EQUITY,Y
INS032739,Instrument INS032739,BOND,Y
INS032740,Instrument INS032740,FX,Y
INS032741,Instrument INS032741,FX,Y
INS032742,Instrument INS032742,BOND,Y
INS032743,Instrument INS032743,FX,Y
INS032744,Instrument INS032744,FX,Y
INS032745,Instrument INS032745,EQUITY,Y
INS032746,Instrument INS032746,EQUITY,Y
INS032747,Instrument INS032747,BOND,Y
INS032748,Instrument INS032748,EQUITY,Y
INS032749,Instrument INS032749,FX,Y
INS032750,Instrument INS032750,BOND,Y
INS032751,Instrument INS032751,BOND,Y
INS032752,Instrument INS032752,BOND,Y
INS032753,Instrument INS032753,FX,Y
INS032754,Instrument INS032754,EQUITY,Y
INS032755,Instrument INS032755,FX,Y
INS032756,Instrument INS032756,FX,Y
INS032757,Instrument INS032757,EQUITY,Y
INS032758,Instrument INS032758,EQUITY,Y
INS032759,Instrument INS032759,FX,Y
INS032760,Instrument INS032760,EQUITY,Y
INS032761,Instrument INS032761,FX,Y
INS032762,Instrument INS032762,EQUITY,Y
INS032763,Instrument INS032763,FX,Y
INS032764,Instrument INS032764,EQUITY,Y
INS032765,Instrument INS032765,BOND,Y
INS032766,Instrument INS032766,EQUITY,Y
INS032767,Instrument INS032767,FX,Y
INS032768,Instrument INS032768,EQUITY,Y
INS032769,Instrument INS032769,EQUITY,Y
INS032770,Instrument INS032770,FX,Y
INS032771,Instrument INS032771,EQUITY,Y
INS032772,Instrument INS032772,BOND,Y
INS032773,Instrument INS032773,BOND,Y
INS032774,Instrument INS032774,BOND,Y
INS032775,Instrument INS032775,BOND,Y
INS032776,Instrument INS032776,EQUITY,Y
INS032777,Instrument INS032777,BOND,Y
INS032778,Instrument INS032778,EQUITY,Y
INS032779,Instrument INS032779,BOND,Y
INS032780,Instrument INS032780,BOND,Y
INS032781,Instrument INS032781,FX,Y
INS032782,Instrument INS032782,EQUITY,Y
INS032783,Instrument INS032783,EQUITY,Y
INS032784,Instrument INS032784,EQUITY,Y
INS032785,Instrument INS032785,FX,Y
INS032786,Instrument INS032786,EQUITY,Y
INS032787,Instrument INS032787,FX,Y
INS032788,Instrument INS032788,EQUITY,Y
INS032789,Instrument INS032789,BOND,Y
INS032790,Instrument INS032790,FX,Y
INS032791,Instrument INS032791,FX,Y
INS032792,Instrument INS032792,FX,Y
INS032793,Instrument INS032793,EQUITY,Y
INS032794,Instrument INS032794,BOND,Y
INS032795,Instrument INS032795,FX,Y
INS032796,Instrument INS032796,FX,Y
INS032797,Instrument INS032797,EQUITY,Y
INS032798,Instrument INS032798,EQUITY,Y
INS032799,Instrument INS032799,BOND,Y
INS032800,Instrument INS032800,FX,Y
INS032801,Instrument INS032801,FX,Y
INS032802,Instrument INS032802,FX,Y
INS032803,Instrument INS032803,FX,Y
INS032804,Instrument INS032804,FX,Y
INS032805,Instrument INS032805,BOND,Y
INS032806,Instrument INS032806,FX,Y
INS032807,Instrument INS032807,EQUITY,Y
INS032808,Instrument INS032808,FX,Y
INS032809,Instrument INS032809,FX,Y
INS032810,Instrument INS032810,FX,Y
INS032811,Instrument INS032811,FX,Y
INS032812,Instrument INS032812,FX,Y
INS032813,Instrument INS032813,BOND,Y
INS032814,Instrument INS032814,EQUITY,Y
INS032815,Instrument INS032815,BOND,Y
INS032816,Instrument INS032816,EQUITY,Y
INS032817,Instrument INS032817,EQUITY,Y
INS032818,Instrument INS032818,EQUITY,Y
INS032819,Instrument INS032819,FX,Y
INS032820,Instrument INS032820,BOND,Y
INS032821,Instrument INS032821,EQUITY,Y
INS032822,Instrument INS032822,EQUITY,Y
INS032823,Instrument INS032823,FX,Y
INS032824,Instrument INS032824,FX,Y
INS032825,Instrument INS032825,BOND,Y
INS032826,Instrument INS032826,EQUITY,Y
INS032827,Instrument INS032827,EQUITY,Y
INS032828,Instrument INS032828,EQUITY,Y
INS032829,Instrument INS032829,BOND,Y
INS032830,Instrument INS032830,FX,Y
INS032831,Instrument INS032831,FX,Y
INS032832,Instrument INS032832,BOND,Y
INS032833,Instrument INS032833,FX,Y
INS032834,Instrument INS032834,EQUITY,Y
INS032835,Instrument INS032835,EQUITY,Y
INS032836,Instrument INS032836,BOND,Y
INS032837,Instrument INS032837,FX,Y
INS032838,Instrument INS032838,BOND,Y
INS032839,Instrument INS032839,BOND,Y
INS032840,Instrument INS032840,FX,Y
INS032841,Instrument INS032841,BOND,Y
INS032842,Instrument INS032842,EQUITY,Y
INS032843,Instrument INS032843,BOND,Y
INS032844,Instrument INS032844,EQUITY,Y
INS032845,Instrument INS032845,EQUITY,Y
INS032846,Instrument INS032846,BOND,Y
INS032847,Instrument INS032847,EQUITY,Y
INS032848,Instrument INS032848,BOND,Y
INS032849,Instrument INS032849,BOND,Y
INS032850,Instrument INS032850,FX,Y
INS032851,Instrument INS032851,BOND,Y
INS032852,Instrument INS032852,EQUITY,Y
INS032853,Instrument INS032853,BOND,Y
INS032854,Instrument INS032854,BOND,Y
INS032855,Instrument INS032855,FX,Y
INS032856,Instrument INS032856,FX,Y
INS032857,Instrument INS032857,EQUITY,Y
INS032858,Instrument INS032858,EQUITY,Y
INS032859,Instrument INS032859,EQUITY,Y
INS032860,Instrument INS032860,EQUITY,Y
INS032861,Instrument INS032861,FX,Y
INS032862,Instrument INS032862,BOND,Y
INS032863,Instrument INS032863,FX,Y
INS032864,Instrument INS032864,FX,Y
INS032865,Instrument INS032865,FX,Y
INS032866,Instrument INS032866,BOND,Y
INS032867,Instrument INS032867,BOND,Y
INS032868,Instrument INS032868,FX,Y
INS032869,Instrument INS032869,BOND,Y
INS032870,Instrument INS032870,FX,Y
INS032871,Instrument INS032871,FX,Y
INS032872,Instrument INS032872,EQUITY,Y
INS032873,Instrument INS032873,FX,Y
INS032874,Instrument INS032874,FX,Y
INS032875,Instrument INS032875,FX,Y
INS032876,Instrument INS032876,EQUITY,Y
INS032877,Instrument INS032877,BOND,Y
INS032878,Instrument INS032878,EQUITY,Y
INS032879,Instrument INS032879,BOND,Y
INS032880,Instrument INS032880,EQUITY,Y
INS032881,Instrument INS032881,BOND,Y
INS032882,Instrument INS032882,EQUITY,Y
INS032883,Instrument INS032883,FX,Y
INS032884,Instrument INS032884,BOND,Y
INS032885,Instrument INS032885,EQUITY,Y
INS032886,Instrument INS032886,EQUITY,Y
INS032887,Instrument INS032887,EQUITY,Y
INS032888,Instrument INS032888,BOND,Y
INS032889,Instrument INS032889,FX,Y
INS032890,Instrument INS032890,EQUITY,Y
INS032891,Instrument INS032891,BOND,Y
INS032892,Instrument INS032892,BOND,Y
INS032893,Instrument INS032893,FX,Y
INS032894,Instrument INS032894,FX,Y
INS032895,Instrument INS032895,FX,Y
INS032896,Instrument INS032896,BOND,Y
INS032897,Instrument INS032897,BOND,Y
INS032898,Instrument INS032898,FX,Y
INS032899,Instrument INS032899,EQUITY,Y
INS032900,Instrument INS032900,FX,Y
INS032901,Instrument INS032901,FX,Y
INS032902,Instrument INS032902,FX,Y
INS032903,Instrument INS032903,FX,Y
INS032904,Instrument INS032904,EQUITY,Y
INS032905,Instrument INS032905,EQUITY,Y
INS032906,Instrument INS032906,FX,Y
INS032907,Instrument INS032907,BOND,Y
INS032908,Instrument INS032908,BOND,Y
INS032909,Instrument INS032909,EQUITY,Y
INS032910,Instrument INS032910,FX,Y
INS032911,Instrument INS032911,BOND,Y
INS032912,Instrument INS032912,EQUITY,Y
INS032913,Instrument INS032913,EQUITY,Y
INS032914,Instrument INS032914,EQUITY,Y
INS032915,Instrument INS032915,EQUITY,Y
INS032916,Instrument INS032916,FX,Y
INS032917,Instrument INS032917,EQUITY,Y
INS032918,Instrument INS032918,BOND,Y
INS032919,Instrument INS032919,FX,Y
INS032920,Instrument INS032920,EQUITY,Y
INS032921,Instrument INS032921,BOND,Y
INS032922,Instrument INS032922,BOND,Y
INS032923,Instrument INS032923,BOND,Y
INS032924,Instrument INS032924,FX,Y
INS032925,Instrument INS032925,FX,Y
INS032926,Instrument INS032926,BOND,Y
INS032927,Instrument INS032927,FX,Y
INS032928,Instrument INS032928,EQUITY,Y
INS032929,Instrument INS032929,EQUITY,Y
INS032930,Instrument INS032930,EQUITY,Y
INS032931,Instrument INS032931,FX,Y
INS032932,Instrument INS032932,FX,Y
INS032933,Instrument INS032933,FX,Y
INS032934,Instrument INS032934,BOND,Y
INS032935,Instrument INS032935,EQUITY,Y
INS032936,Instrument INS032936,BOND,Y
INS032937,Instrument INS032937,BOND,Y
INS032938,Instrument INS032938,EQUITY,Y
INS032939,Instrument INS032939,FX,Y
INS032940,Instrument INS032940,BOND,Y
INS032941,Instrument INS032941,BOND,Y
INS032942,Instrument INS032942,FX,Y
INS032943,Instrument INS032943,FX,Y
INS032944,Instrument INS032944,EQUITY,Y
INS032945,Instrument INS032945,BOND,Y
INS032946,Instrument INS032946,EQUITY,Y
INS032947,Instrument INS032947,BOND,Y
INS032948,Instrument INS032948,EQUITY,Y
INS032949,Instrument INS032949,EQUITY,Y
INS032950,Instrument INS032950,FX,Y
INS032951,Instrument INS032951,BOND,Y
INS032952,Instrument INS032952,EQUITY,Y
INS032953,Instrument INS032953,FX,Y
INS032954,Instrument INS032954,FX,Y
INS032955,Instrument INS032955,FX,Y
INS032956,Instrument INS032956,BOND,Y
INS032957,Instrument INS032957,EQUITY,Y
INS032958,Instrument INS032958,BOND,Y
INS032959,Instrument INS032959,BOND,Y
INS032960,Instrument INS032960,FX,Y
INS032961,Instrument INS032961,BOND,Y
INS032962,Instrument INS032962,BOND,Y
INS032963,Instrument INS032963,EQUITY,Y
INS032964,Instrument INS032964,FX,Y
INS032965,Instrument INS032965,FX,Y
INS032966,Instrument INS032966,EQUITY,Y
INS032967,Instrument INS032967,BOND,Y
