COUNTRY_CD,COUNTRY_NAME,REGION,IS_ACTIVE
C17889,Country_C17889,,Y
C17890,Country_C17890,EMEA,Y
C17891,Country_C17891,EMEA,Y
C17892,Country_C17892,,Y
C17893,Country_C17893,APAC,Y
C17894,Country_C17894,EMEA,Y
C17895,Country_C17895,EMEA,Y
C17896,Country_C17896,EMEA,Y
C17897,Country_C17897,EMEA,Y
C17898,Country_C17898,APAC,Y
C17899,Country_C17899,,Y
C17900,Country_C17900,,Y
C17901,Country_C17901,,Y
C17902,Country_C17902,EMEA,Y
C17903,Country_C17903,APAC,Y
C17904,Country_C17904,,Y
C17905,Country_C17905,APAC,Y
C17906,Country_C17906,,Y
C17907,Country_C17907,EMEA,Y
C17908,Country_C17908,,Y
C17909,Country_C17909,EMEA,Y
C17910,Country_C17910,EMEA,Y
C17911,Country_C17911,,Y
C17912,Country_C17912,APAC,Y
C17913,Country_C17913,EMEA,Y
C17914,Country_C17914,APAC,Y
C17915,Country_C17915,,Y
C17916,Country_C17916,EMEA,Y
C17917,Country_C17917,APAC,Y
C17918,Country_C17918,EMEA,Y
C17919,Country_C17919,,Y
C17920,Country_C17920,EMEA,Y
C17921,Country_C17921,,Y
C17922,Country_C17922,APAC,Y
C17923,Country_C17923,EMEA,Y
C17924,Country_C17924,APAC,Y
C17925,Country_C17925,,Y
C17926,Country_C17926,,Y
C17927,Country_C17927,APAC,Y
C17928,Country_C17928,APAC,Y
C17929,Country_C17929,,Y
C17930,Country_C17930,APAC,Y
C17931,Country_C17931,,Y
C17932,Country_C17932,APAC,Y
C17933,Country_C17933,,Y
C17934,Country_C17934,,Y
C17935,Country_C17935,EMEA,Y
C17936,Country_C17936,,Y
C17937,Country_C17937,,Y
C17938,Country_C17938,EMEA,Y
C17939,Country_C17939,EMEA,Y
C17940,Country_C17940,APAC,Y
C17941,Country_C17941,APAC,Y
C17942,Country_C17942,,Y
C17943,Country_C17943,APAC,Y
C17944,Country_C17944,APAC,Y
C17945,Country_C17945,,Y
C17946,Country_C17946,EMEA,Y
C17947,Country_C17947,EMEA,Y
C17948,Country_C17948,,Y
C17949,Country_C17949,,Y
C17950,Country_C17950,,Y
C17951,Country_C17951,,Y
C17952,Country_C17952,,Y
C17953,Country_C17953,,Y
C17954,Country_C17954,APAC,Y
C17955,Country_C17955,APAC,Y
C17956,Country_C17956,APAC,Y
C17957,Country_C17957,EMEA,Y
C17958,Country_C17958,,Y
C17959,Country_C17959,,Y
C17960,Country_C17960,APAC,Y
C17961,Country_C17961,EMEA,Y
C17962,Country_C17962,APAC,Y
C17963,Country_C17963,,Y
C17964,Country_C17964,,Y
C17965,Country_C17965,APAC,Y
C17966,Country_C17966,APAC,Y
C17967,Country_C17967,,Y
C17968,Country_C17968,APAC,Y
C17969,Country_C17969,,Y
C17970,Country_C17970,APAC,Y
C17971,Country_C17971,EMEA,Y
C17972,Country_C17972,,Y
C17973,Country_C17973,EMEA,Y
C17974,Country_C17974,APAC,Y
C17975,Country_C17975,EMEA,Y
C17976,Country_C17976,APAC,Y
C17977,Country_C17977,EMEA,Y
C17978,Country_C17978,EMEA,Y
C17979,Country_C17979,EMEA,Y
C17980,Country_C17980,,Y
C17981,Country_C17981,EMEA,Y
C17982,Country_C17982,APAC,Y
C17983,Country_C17983,APAC,Y
C17984,Country_C17984,,Y
C17985,Country_C17985,,Y
C17986,Country_C17986,APAC,Y
C17987,Country_C17987,EMEA,Y
C17988,Country_C17988,APAC,Y
C17989,Country_C17989,,Y
C17990,Country_C17990,,Y
C17991,Country_C17991,APAC,Y
C17992,Country_C17992,EMEA,Y
C17993,Country_C17993,EMEA,Y
C17994,Country_C17994,,Y
C17995,Country_C17995,APAC,Y
C17996,Country_C17996,APAC,Y
C17997,Country_C17997,,Y
C17998,Country_C17998,APAC,Y
C17999,Country_C17999,,Y
C18000,Country_C18000,EMEA,Y
C18001,Country_C18001,EMEA,Y
C18002,Country_C18002,APAC,Y
C18003,Country_C18003,EMEA,Y
C18004,Country_C18004,EMEA,Y
C18005,Country_C18005,,Y
C18006,Country_C18006,,Y
C18007,Country_C18007,APAC,Y
C18008,Country_C18008,,Y
C18009,Country_C18009,APAC,Y
C18010,Country_C18010,APAC,Y
C18011,Country_C18011,,Y
C18012,Country_C18012,EMEA,Y
C18013,Country_C18013,EMEA,Y
C18014,Country_C18014,EMEA,Y
C18015,Country_C18015,EMEA,Y
C18016,Country_C18016,APAC,Y
C18017,Country_C18017,EMEA,Y
C18018,Country_C18018,APAC,Y
C18019,Country_C18019,,Y
C18020,Country_C18020,,Y
C18021,Country_C18021,APAC,Y
C18022,Country_C18022,EMEA,Y
C18023,Country_C18023,APAC,Y
C18024,Country_C18024,EMEA,Y
C18025,Country_C18025,EMEA,Y
C18026,Country_C18026,APAC,Y
C18027,Country_C18027,APAC,Y
C18028,Country_C18028,EMEA,Y
C18029,Country_C18029,APAC,Y
C18030,Country_C18030,EMEA,Y
C18031,Country_C18031,APAC,Y
C18032,Country_C18032,,Y
C18033,Country_C18033,EMEA,Y
C18034,Country_C18034,,Y
C18035,Country_C18035,APAC,Y
C18036,Country_C18036,,Y
C18037,Country_C18037,APAC,Y
C18038,Country_C18038,EMEA,Y
C18039,Country_C18039,APAC,Y
C18040,Country_C18040,APAC,Y
C18041,Country_C18041,EMEA,Y
C18042,Country_C18042,APAC,Y
C18043,Country_C18043,EMEA,Y
C18044,Country_C18044,APAC,Y
C18045,Country_C18045,EMEA,Y
C18046,Country_C18046,,Y
C18047,Country_C18047,APAC,Y
C18048,Country_C18048,APAC,Y
C18049,Country_C18049,APAC,Y
C18050,Country_C18050,EMEA,Y
C18051,Country_C18051,APAC,Y
C18052,Country_C18052,EMEA,Y
C18053,Country_C18053,APAC,Y
C18054,Country_C18054,,Y
C18055,Country_C18055,APAC,Y
C18056,Country_C18056,,Y
C18057,Country_C18057,EMEA,Y
C18058,Country_C18058,,Y
C18059,Country_C18059,APAC,Y
C18060,Country_C18060,APAC,Y
C18061,Country_C18061,EMEA,Y
C18062,Country_C18062,APAC,Y
C18063,Country_C18063,APAC,Y
C18064,Country_C18064,EMEA,Y
C18065,Country_C18065,EMEA,Y
C18066,Country_C18066,,Y
C18067,Country_C18067,EMEA,Y
C18068,Country_C18068,APAC,Y
C18069,Country_C18069,EMEA,Y
C18070,Country_C18070,APAC,Y
C18071,Country_C18071,,Y
C18072,Country_C18072,EMEA,Y
C18073,Country_C18073,APAC,Y
C18074,Country_C18074,EMEA,Y
C18075,Country_C18075,EMEA,Y
C18076,Country_C18076,EMEA,Y
C18077,Country_C18077,EMEA,Y
C18078,Country_C18078,,Y
C18079,Country_C18079,APAC,Y
C18080,Country_C18080,EMEA,Y
C18081,Country_C18081,APAC,Y
C18082,Country_C18082,,Y
C18083,Country_C18083,APAC,Y
C18084,Country_C18084,APAC,Y
C18085,Country_C18085,,Y
C18086,Country_C18086,EMEA,Y
C18087,Country_C18087,APAC,Y
C18088,Country_C18088,APAC,Y
C18089,Country_C18089,EMEA,Y
C18090,Country_C18090,EMEA,Y
C18091,Country_C18091,APAC,Y
C18092,Country_C18092,,Y
C18093,Country_C18093,EMEA,Y
C18094,Country_C18094,EMEA,Y
C18095,Country_C18095,,Y
C18096,Country_C18096,APAC,Y
C18097,Country_C18097,EMEA,Y
C18098,Country_C18098,APAC,Y
C18099,Country_C18099,APAC,Y
C18100,Country_C18100,APAC,Y
C18101,Country_C18101,,Y
C18102,Country_C18102,APAC,Y
C18103,Country_C18103,APAC,Y
C18104,Country_C18104,EMEA,Y
C18105,Country_C18105,EMEA,Y
C18106,Country_C18106,,Y
C18107,Country_C18107,,Y
C18108,Country_C18108,EMEA,Y
C18109,Country_C18109,EMEA,Y
C18110,Country_C18110,,Y
C18111,Country_C18111,APAC,Y
C18112,Country_C18112,,Y
C18113,Country_C18113,APAC,Y
C18114,Country_C18114,EMEA,Y
C18115,Country_C18115,EMEA,Y
C18116,Country_C18116,EMEA,Y
C18117,Country_C18117,APAC,Y
C18118,Country_C18118,,Y
C18119,Country_C18119,APAC,Y
C18120,Country_C18120,,Y
C18121,Country_C18121,,Y
C18122,Country_C18122,,Y
C18123,Country_C18123,EMEA,Y
C18124,Country_C18124,,Y
C18125,Country_C18125,EMEA,Y
C18126,Country_C18126,,Y
C18127,Country_C18127,,Y
C18128,Country_C18128,EMEA,Y
C18129,Country_C18129,EMEA,Y
C18130,Country_C18130,APAC,Y
C18131,Country_C18131,,Y
C18132,Country_C18132,EMEA,Y
C18133,Country_C18133,APAC,Y
C18134,Country_C18134,APAC,Y
C18135,Country_C18135,EMEA,Y
C18136,Country_C18136,,Y
C18137,Country_C18137,APAC,Y
C18138,Country_C18138,,Y
C18139,Country_C18139,,Y
C18140,Country_C18140,APAC,Y
C18141,Country_C18141,EMEA,Y
C18142,Country_C18142,,Y
C18143,Country_C18143,EMEA,Y
C18144,Country_C18144,APAC,Y
C18145,Country_C18145,,Y
C18146,Country_C18146,EMEA,Y
C18147,Country_C18147,EMEA,Y
C18148,Country_C18148,,Y
C18149,Country_C18149,EMEA,Y
C18150,Country_C18150,EMEA,Y
C18151,Country_C18151,APAC,Y
C18152,Country_C18152,APAC,Y
C18153,Country_C18153,EMEA,Y
C18154,Country_C18154,EMEA,Y
C18155,Country_C18155,,Y
C18156,Country_C18156,APAC,Y
C18157,Country_C18157,,Y
C18158,Country_C18158,EMEA,Y
C18159,Country_C18159,,Y
C18160,Country_C18160,EMEA,Y
C18161,Country_C18161,APAC,Y
C18162,Country_C18162,APAC,Y
C18163,Country_C18163,EMEA,Y
C18164,Country_C18164,APAC,Y
C18165,Country_C18165,EMEA,Y
C18166,Country_C18166,,Y
C18167,Country_C18167,EMEA,Y
C18168,Country_C18168,,Y
C18169,Country_C18169,EMEA,Y
C18170,Country_C18170,APAC,Y
C18171,Country_C18171,EMEA,Y
C18172,Country_C18172,EMEA,Y
C18173,Country_C18173,EMEA,Y
C18174,Country_C18174,APAC,Y
C18175,Country_C18175,EMEA,Y
C18176,Country_C18176,APAC,Y
C18177,Country_C18177,EMEA,Y
C18178,Country_C18178,,Y
C18179,Country_C18179,EMEA,Y
C18180,Country_C18180,,Y
C18181,Country_C18181,APAC,Y
C18182,Country_C18182,APAC,Y
C18183,Country_C18183,EMEA,Y
C18184,Country_C18184,APAC,Y
C18185,Country_C18185,EMEA,Y
C18186,Country_C18186,APAC,Y
C18187,Country_C18187,,Y
C18188,Country_C18188,APAC,Y
C18189,Country_C18189,,Y
C18190,Country_C18190,EMEA,Y
C18191,Country_C18191,EMEA,Y
C18192,Country_C18192,EMEA,Y
C18193,Country_C18193,,Y
C18194,Country_C18194,EMEA,Y
C18195,Country_C18195,EMEA,Y
C18196,Country_C18196,,Y
C18197,Country_C18197,APAC,Y
C18198,Country_C18198,EMEA,Y
C18199,Country_C18199,APAC,Y
C18200,Country_C18200,APAC,Y
C18201,Country_C18201,EMEA,Y
C18202,Country_C18202,EMEA,Y
C18203,Country_C18203,,Y
C18204,Country_C18204,,Y
C18205,Country_C18205,EMEA,Y
C18206,Country_C18206,APAC,Y
C18207,Country_C18207,,Y
C18208,Country_C18208,,Y
C18209,Country_C18209,EMEA,Y
C18210,Country_C18210,EMEA,Y
C18211,Country_C18211,EMEA,Y
C18212,Country_C18212,EMEA,Y
C18213,Country_C18213,,Y
C18214,Country_C18214,,Y
C18215,Country_C18215,,Y
C18216,Country_C18216,APAC,Y
C18217,Country_C18217,,Y
C18218,Country_C18218,,Y
C18219,Country_C18219,EMEA,Y
C18220,Country_C18220,,Y
C18221,Country_C18221,,Y
C18222,Country_C18222,,Y
C18223,Country_C18223,EMEA,Y
C18224,Country_C18224,,Y
C18225,Country_C18225,,Y
C18226,Country_C18226,APAC,Y
C18227,Country_C18227,APAC,Y
C18228,Country_C18228,APAC,Y
C18229,Country_C18229,APAC,Y
C18230,Country_C18230,EMEA,Y
C18231,Country_C18231,APAC,Y
C18232,Country_C18232,,Y
C18233,Country_C18233,APAC,Y
C18234,Country_C18234,EMEA,Y
C18235,Country_C18235,APAC,Y
C18236,Country_C18236,APAC,Y
C18237,Country_C18237,EMEA,Y
C18238,Country_C18238,EMEA,Y
C18239,Country_C18239,EMEA,Y
C18240,Country_C18240,EMEA,Y
C18241,Country_C18241,EMEA,Y
C18242,Country_C18242,EMEA,Y
C18243,Country_C18243,,Y
C18244,Country_C18244,APAC,Y
C18245,Country_C18245,APAC,Y
C18246,Country_C18246,EMEA,Y
C18247,Country_C18247,EMEA,Y
C18248,Country_C18248,,Y
C18249,Country_C18249,,Y
C18250,Country_C18250,EMEA,Y
C18251,Country_C18251,,Y
C18252,Country_C18252,,Y
C18253,Country_C18253,EMEA,Y
C18254,Country_C18254,EMEA,Y
C18255,Country_C18255,EMEA,Y
C18256,Country_C18256,EMEA,Y
C18257,Country_C18257,APAC,Y
C18258,Country_C18258,APAC,Y
C18259,Country_C18259,EMEA,Y
C18260,Country_C18260,,Y
C18261,Country_C18261,EMEA,Y
C18262,Country_C18262,APAC,Y
C18263,Country_C18263,,Y
C18264,Country_C18264,APAC,Y
C18265,Country_C18265,EMEA,Y
C18266,Country_C18266,APAC,Y
C18267,Country_C18267,APAC,Y
C18268,Country_C18268,APAC,Y
C18269,Country_C18269,,Y
C18270,Country_C18270,APAC,Y
C18271,Country_C18271,,Y
C18272,Country_C18272,EMEA,Y
C18273,Country_C18273,EMEA,Y
C18274,Country_C18274,APAC,Y
C18275,Country_C18275,,Y
C18276,Country_C18276,EMEA,Y
C18277,Country_C18277,,Y
C18278,Country_C18278,,Y
C18279,Country_C18279,APAC,Y
C18280,Country_C18280,APAC,Y
C18281,Country_C18281,,Y
C18282,Country_C18282,,Y
C18283,Country_C18283,APAC,Y
C18284,Country_C18284,,Y
C18285,Country_C18285,APAC,Y
C18286,Country_C18286,,Y
C18287,Country_C18287,APAC,Y
C18288,Country_C18288,,Y
C18289,Country_C18289,APAC,Y
C18290,Country_C18290,,Y
C18291,Country_C18291,EMEA,Y
C18292,Country_C18292,EMEA,Y
C18293,Country_C18293,,Y
C18294,Country_C18294,EMEA,Y
C18295,Country_C18295,,Y
C18296,Country_C18296,,Y
C18297,Country_C18297,EMEA,Y
C18298,Country_C18298,,Y
C18299,Country_C18299,APAC,Y
C18300,Country_C18300,,Y
C18301,Country_C18301,,Y
C18302,Country_C18302,EMEA,Y
C18303,Country_C18303,APAC,Y
C18304,Country_C18304,,Y
C18305,Country_C18305,,Y
C18306,Country_C18306,,Y
C18307,Country_C18307,,Y
C18308,Country_C18308,,Y
C18309,Country_C18309,,Y
C18310,Country_C18310,APAC,Y
C18311,Country_C18311,APAC,Y
C18312,Country_C18312,,Y
C18313,Country_C18313,,Y
C18314,Country_C18314,EMEA,Y
C18315,Country_C18315,APAC,Y
C18316,Country_C18316,APAC,Y
C18317,Country_C18317,,Y
C18318,Country_C18318,APAC,Y
C18319,Country_C18319,APAC,Y
C18320,Country_C18320,EMEA,Y
C18321,Country_C18321,EMEA,Y
C18322,Country_C18322,APAC,Y
C18323,Country_C18323,APAC,Y
C18324,Country_C18324,APAC,Y
C18325,Country_C18325,,Y
C18326,Country_C18326,EMEA,Y
C18327,Country_C18327,,Y
C18328,Country_C18328,EMEA,Y
C18329,Country_C18329,EMEA,Y
C18330,Country_C18330,EMEA,Y
C18331,Country_C18331,APAC,Y
C18332,Country_C18332,EMEA,Y
C18333,Country_C18333,,Y
C18334,Country_C18334,EMEA,Y
C18335,Country_C18335,,Y
C18336,Country_C18336,EMEA,Y
C18337,Country_C18337,EMEA,Y
C18338,Country_C18338,APAC,Y
C18339,Country_C18339,,Y
C18340,Country_C18340,EMEA,Y
C18341,Country_C18341,EMEA,Y
C18342,Country_C18342,,Y
C18343,Country_C18343,EMEA,Y
C18344,Country_C18344,APAC,Y
C18345,Country_C18345,,Y
C18346,Country_C18346,APAC,Y
C18347,Country_C18347,,Y
C18348,Country_C18348,,Y
C18349,Country_C18349,,Y
C18350,Country_C18350,EMEA,Y
C18351,Country_C18351,,Y
C18352,Country_C18352,,Y
C18353,Country_C18353,,Y
C18354,Country_C18354,APAC,Y
C18355,Country_C18355,,Y
C18356,Country_C18356,EMEA,Y
C18357,Country_C18357,,Y
C18358,Country_C18358,,Y
C18359,Country_C18359,APAC,Y
C18360,Country_C18360,EMEA,Y
C18361,Country_C18361,EMEA,Y
C18362,Country_C18362,EMEA,Y
C18363,Country_C18363,,Y
C18364,Country_C18364,,Y
C18365,Country_C18365,EMEA,Y
C18366,Country_C18366,EMEA,Y
C18367,Country_C18367,APAC,Y
C18368,Country_C18368,EMEA,Y
C18369,Country_C18369,,Y
C18370,Country_C18370,,Y
C18371,Country_C18371,,Y
C18372,Country_C18372,APAC,Y
C18373,Country_C18373,EMEA,Y
C18374,Country_C18374,,Y
C18375,Country_C18375,APAC,Y
C18376,Country_C18376,APAC,Y
C18377,Country_C18377,,Y
C18378,Country_C18378,APAC,Y
C18379,Country_C18379,APAC,Y
C18380,Country_C18380,,Y
C18381,Country_C18381,APAC,Y
C18382,Country_C18382,,Y
C18383,Country_C18383,,Y
C18384,Country_C18384,APAC,Y
C18385,Country_C18385,,Y
C18386,Country_C18386,,Y
C18387,Country_C18387,EMEA,Y
C18388,Country_C18388,,Y
C18389,Country_C18389,EMEA,Y
C18390,Country_C18390,EMEA,Y
C18391,Country_C18391,EMEA,Y
C18392,Country_C18392,EMEA,Y
C18393,Country_C18393,APAC,Y
C18394,Country_C18394,APAC,Y
C18395,Country_C18395,,Y
C18396,Country_C18396,,Y
C18397,Country_C18397,,Y
C18398,Country_C18398,APAC,Y
C18399,Country_C18399,EMEA,Y
C18400,Country_C18400,APAC,Y
C18401,Country_C18401,APAC,Y
C18402,Country_C18402,,Y
C18403,Country_C18403,,Y
C18404,Country_C18404,,Y
C18405,Country_C18405,EMEA,Y
C18406,Country_C18406,EMEA,Y
C18407,Country_C18407,APAC,Y
C18408,Country_C18408,EMEA,Y
C18409,Country_C18409,,Y
C18410,Country_C18410,EMEA,Y
C18411,Country_C18411,EMEA,Y
C18412,Country_C18412,EMEA,Y
C18413,Country_C18413,EMEA,Y
C18414,Country_C18414,,Y
C18415,Country_C18415,,Y
C18416,Country_C18416,APAC,Y
C18417,Country_C18417,APAC,Y
C18418,Country_C18418,APAC,Y
C18419,Country_C18419,EMEA,Y
C18420,Country_C18420,EMEA,Y
C18421,Country_C18421,,Y
C18422,Country_C18422,APAC,Y
C18423,Country_C18423,,Y
C18424,Country_C18424,APAC,Y
C18425,Country_C18425,APAC,Y
C18426,Country_C18426,APAC,Y
C18427,Country_C18427,EMEA,Y
C18428,Country_C18428,APAC,Y
C18429,Country_C18429,APAC,Y
C18430,Country_C18430,EMEA,Y
C18431,Country_C18431,APAC,Y
C18432,Country_C18432,EMEA,Y
C18433,Country_C18433,EMEA,Y
C18434,Country_C18434,,Y
C18435,Country_C18435,EMEA,Y
C18436,Country_C18436,EMEA,Y
C18437,Country_C18437,EMEA,Y
C18438,Country_C18438,APAC,Y
C18439,Country_C18439,,Y
C18440,Country_C18440,APAC,Y
C18441,Country_C18441,EMEA,Y
C18442,Country_C18442,EMEA,Y
C18443,Country_C18443,,Y
C18444,Country_C18444,,Y
C18445,Country_C18445,EMEA,Y
C18446,Country_C18446,EMEA,Y
C18447,Country_C18447,APAC,Y
C18448,Country_C18448,EMEA,Y
C18449,Country_C18449,APAC,Y
C18450,Country_C18450,,Y
C18451,Country_C18451,APAC,Y
C18452,Country_C18452,EMEA,Y
C18453,Country_C18453,APAC,Y
C18454,Country_C18454,APAC,Y
C18455,Country_C18455,,Y
C18456,Country_C18456,APAC,Y
C18457,Country_C18457,EMEA,Y
C18458,Country_C18458,APAC,Y
C18459,Country_C18459,APAC,Y
C18460,Country_C18460,APAC,Y
C18461,Country_C18461,EMEA,Y
C18462,Country_C18462,APAC,Y
C18463,Country_C18463,EMEA,Y
C18464,Country_C18464,APAC,Y
C18465,Country_C18465,,Y
C18466,Country_C18466,,Y
C18467,Country_C18467,,Y
C18468,Country_C18468,EMEA,Y
C18469,Country_C18469,EMEA,Y
C18470,Country_C18470,EMEA,Y
C18471,Country_C18471,APAC,Y
C18472,Country_C18472,EMEA,Y
C18473,Country_C18473,EMEA,Y
C18474,Country_C18474,EMEA,Y
C18475,Country_C18475,EMEA,Y
C18476,Country_C18476,,Y
C18477,Country_C18477,APAC,Y
C18478,Country_C18478,,Y
C18479,Country_C18479,APAC,Y
C18480,Country_C18480,APAC,Y
C18481,Country_C18481,,Y
C18482,Country_C18482,EMEA,Y
C18483,Country_C18483,,Y
C18484,Country_C18484,APAC,Y
C18485,Country_C18485,APAC,Y
C18486,Country_C18486,EMEA,Y
C18487,Country_C18487,,Y
C18488,Country_C18488,APAC,Y
C18489,Country_C18489,,Y
C18490,Country_C18490,EMEA,Y
C18491,Country_C18491,EMEA,Y
C18492,Country_C18492,APAC,Y
C18493,Country_C18493,EMEA,Y
C18494,Country_C18494,APAC,Y
C18495,Country_C18495,APAC,Y
C18496,Country_C18496,EMEA,Y
C18497,Country_C18497,EMEA,Y
C18498,Country_C18498,,Y
C18499,Country_C18499,,Y
C18500,Country_C18500,APAC,Y
C18501,Country_C18501,,Y
C18502,Country_C18502,APAC,Y
C18503,Country_C18503,EMEA,Y
C18504,Country_C18504,EMEA,Y
C18505,Country_C18505,,Y
C18506,Country_C18506,APAC,Y
C18507,Country_C18507,APAC,Y
C18508,Country_C18508,,Y
C18509,Country_C18509,APAC,Y
C18510,Country_C18510,APAC,Y
C18511,Country_C18511,EMEA,Y
C18512,Country_C18512,APAC,Y
C18513,Country_C18513,APAC,Y
C18514,Country_C18514,APAC,Y
C18515,Country_C18515,,Y
C18516,Country_C18516,,Y
C18517,Country_C18517,,Y
C18518,Country_C18518,APAC,Y
C18519,Country_C18519,APAC,Y
C18520,Country_C18520,,Y
C18521,Country_C18521,,Y
C18522,Country_C18522,APAC,Y
C18523,Country_C18523,APAC,Y
C18524,Country_C18524,EMEA,Y
C18525,Country_C18525,,Y
C18526,Country_C18526,APAC,Y
C18527,Country_C18527,,Y
C18528,Country_C18528,,Y
C18529,Country_C18529,,Y
C18530,Country_C18530,EMEA,Y
C18531,Country_C18531,APAC,Y
C18532,Country_C18532,APAC,Y
C18533,Country_C18533,,Y
C18534,Country_C18534,APAC,Y
C18535,Country_C18535,EMEA,Y
C18536,Country_C18536,,Y
C18537,Country_C18537,EMEA,Y
C18538,Country_C18538,EMEA,Y
C18539,Country_C18539,APAC,Y
C18540,Country_C18540,APAC,Y
C18541,Country_C18541,EMEA,Y
C18542,Country_C18542,APAC,Y
C18543,Country_C18543,EMEA,Y
C18544,Country_C18544,EMEA,Y
C18545,Country_C18545,,Y
C18546,Country_C18546,EMEA,Y
C18547,Country_C18547,EMEA,Y
C18548,Country_C18548,APAC,Y
C18549,Country_C18549,,Y
C18550,Country_C18550,APAC,Y
C18551,Country_C18551,,Y
C18552,Country_C18552,APAC,Y
C18553,Country_C18553,EMEA,Y
C18554,Country_C18554,,Y
C18555,Country_C18555,,Y
C18556,Country_C18556,,Y
C18557,Country_C18557,,Y
C18558,Country_C18558,APAC,Y
C18559,Country_C18559,APAC,Y
C18560,Country_C18560,,Y
C18561,Country_C18561,,Y
C18562,Country_C18562,,Y
C18563,Country_C18563,APAC,Y
C18564,Country_C18564,,Y
C18565,Country_C18565,,Y
C18566,Country_C18566,,Y
C18567,Country_C18567,APAC,Y
C18568,Country_C18568,EMEA,Y
C18569,Country_C18569,EMEA,Y
C18570,Country_C18570,APAC,Y
C18571,Country_C18571,EMEA,Y
C18572,Country_C18572,,Y
C18573,Country_C18573,,Y
C18574,Country_C18574,APAC,Y
C18575,Country_C18575,APAC,Y
C18576,Country_C18576,EMEA,Y
C18577,Country_C18577,EMEA,Y
C18578,Country_C18578,,Y
C18579,Country_C18579,APAC,Y
C18580,Country_C18580,EMEA,Y
C18581,Country_C18581,EMEA,Y
C18582,Country_C18582,,Y
C18583,Country_C18583,,Y
C18584,Country_C18584,,Y
C18585,Country_C18585,,Y
C18586,Country_C18586,EMEA,Y
C18587,Country_C18587,APAC,Y
C18588,Country_C18588,APAC,Y
C18589,Country_C18589,,Y
C18590,Country_C18590,,Y
C18591,Country_C18591,EMEA,Y
C18592,Country_C18592,,Y
C18593,Country_C18593,APAC,Y
C18594,Country_C18594,,Y
C18595,Country_C18595,APAC,Y
C18596,Country_C18596,,Y
C18597,Country_C18597,,Y
C18598,Country_C18598,APAC,Y
C18599,Country_C18599,EMEA,Y
C18600,Country_C18600,EMEA,Y
C18601,Country_C18601,,Y
C18602,Country_C18602,,Y
C18603,Country_C18603,APAC,Y
C18604,Country_C18604,APAC,Y
C18605,Country_C18605,,Y
C18606,Country_C18606,APAC,Y
C18607,Country_C18607,EMEA,Y
C18608,Country_C18608,EMEA,Y
C18609,Country_C18609,APAC,Y
C18610,Country_C18610,APAC,Y
C18611,Country_C18611,APAC,Y
C18612,Country_C18612,EMEA,Y
C18613,Country_C18613,,Y
C18614,Country_C18614,APAC,Y
C18615,Country_C18615,APAC,Y
C18616,Country_C18616,APAC,Y
C18617,Country_C18617,,Y
C18618,Country_C18618,APAC,Y
C18619,Country_C18619,APAC,Y
C18620,Country_C18620,EMEA,Y
C18621,Country_C18621,APAC,Y
C18622,Country_C18622,EMEA,Y
C18623,Country_C18623,,Y
C18624,Country_C18624,APAC,Y
C18625,Country_C18625,APAC,Y
C18626,Country_C18626,EMEA,Y
C18627,Country_C18627,,Y
C18628,Country_C18628,,Y
C18629,Country_C18629,EMEA,Y
C18630,Country_C18630,,Y
C18631,Country_C18631,,Y
C18632,Country_C18632,,Y
C18633,Country_C18633,,Y
C18634,Country_C18634,,Y
C18635,Country_C18635,,Y
C18636,Country_C18636,,Y
C18637,Country_C18637,,Y
C18638,Country_C18638,APAC,Y
C18639,Country_C18639,EMEA,Y
C18640,Country_C18640,,Y
C18641,Country_C18641,EMEA,Y
C18642,Country_C18642,,Y
C18643,Country_C18643,,Y
C18644,Country_C18644,APAC,Y
C18645,Country_C18645,EMEA,Y
C18646,Country_C18646,EMEA,Y
C18647,Country_C18647,APAC,Y
C18648,Country_C18648,APAC,Y
C18649,Country_C18649,EMEA,Y
C18650,Country_C18650,,Y
C18651,Country_C18651,,Y
C18652,Country_C18652,EMEA,Y
C18653,Country_C18653,,Y
C18654,Country_C18654,APAC,Y
C18655,Country_C18655,APAC,Y
C18656,Country_C18656,APAC,Y
C18657,Country_C18657,EMEA,Y
C18658,Country_C18658,EMEA,Y
C18659,Country_C18659,EMEA,Y
C18660,Country_C18660,,Y
C18661,Country_C18661,EMEA,Y
C18662,Country_C18662,EMEA,Y
C18663,Country_C18663,APAC,Y
C18664,Country_C18664,,Y
C18665,Country_C18665,,Y
C18666,Country_C18666,APAC,Y
C18667,Country_C18667,,Y
C18668,Country_C18668,EMEA,Y
C18669,Country_C18669,,Y
C18670,Country_C18670,APAC,Y
C18671,Country_C18671,,Y
C18672,Country_C18672,APAC,Y
C18673,Country_C18673,EMEA,Y
C18674,Country_C18674,EMEA,Y
C18675,Country_C18675,APAC,Y
C18676,Country_C18676,EMEA,Y
C18677,Country_C18677,EMEA,Y
C18678,Country_C18678,,Y
C18679,Country_C18679,EMEA,Y
C18680,Country_C18680,APAC,Y
C18681,Country_C18681,EMEA,Y
C18682,Country_C18682,,Y
C18683,Country_C18683,APAC,Y
C18684,Country_C18684,EMEA,Y
C18685,Country_C18685,EMEA,Y
C18686,Country_C18686,EMEA,Y
C18687,Country_C18687,APAC,Y
C18688,Country_C18688,,Y
C18689,Country_C18689,APAC,Y
C18690,Country_C18690,APAC,Y
C18691,Country_C18691,,Y
C18692,Country_C18692,APAC,Y
C18693,Country_C18693,APAC,Y
