CURRENCY_CODE,CURRENCY_NAME
C19221,Currency_19221
C19222,Currency_19222
C19223,Currency_19223
C19224,Currency_19224
C19225,Currency_19225
C19226,Currency_19226
C19227,Currency_19227
C19228,Currency_19228
C19229,Currency_19229
C19230,Currency_19230
C19231,Currency_19231
C19232,Currency_19232
C19233,Currency_19233
C19234,Currency_19234
C19235,Currency_19235
C19236,Currency_19236
C19237,Currency_19237
C19238,Currency_19238
C19239,Currency_19239
C19240,Currency_19240
C19241,Currency_19241
C19242,Currency_19242
C19243,Currency_19243
C19244,Currency_19244
C19245,Currency_19245
C19246,Currency_19246
C19247,Currency_19247
C19248,Currency_19248
C19249,Currency_19249
C19250,Currency_19250
C19251,Currency_19251
C19252,Currency_19252
C19253,Currency_19253
C19254,Currency_19254
C19255,Currency_19255
C19256,Currency_19256
C19257,Currency_19257
C19258,Currency_19258
C19259,Currency_19259
C19260,Currency_19260
C19261,Currency_19261
C19262,Currency_19262
C19263,Currency_19263
C19264,Currency_19264
C19265,Currency_19265
C19266,Currency_19266
C19267,Currency_19267
C19268,Currency_19268
C19269,Currency_19269
C19270,Currency_19270
C19271,Currency_19271
C19272,Currency_19272
C19273,Currency_19273
C19274,Currency_19274
C19275,Currency_19275
C19276,Currency_19276
C19277,Currency_19277
C19278,Currency_19278
C19279,Currency_19279
C19280,Currency_19280
C19281,Currency_19281
C19282,Currency_19282
C19283,Currency_19283
C19284,Currency_19284
C19285,Currency_19285
C19286,Currency_19286
C19287,Currency_19287
C19288,Currency_19288
C19289,Currency_19289
C19290,Currency_19290
C19291,Currency_19291
C19292,Currency_19292
C19293,Currency_19293
C19294,Currency_19294
C19295,Currency_19295
C19296,Currency_19296
C19297,Currency_19297
C19298,Currency_19298
C19299,Currency_19299
C19300,Currency_19300
C19301,Currency_19301
C19302,Currency_19302
C19303,Currency_19303
C19304,Currency_19304
C19305,Currency_19305
C19306,Currency_19306
C19307,Currency_19307
C19308,Currency_19308
C19309,Currency_19309
C19310,Currency_19310
C19311,Currency_19311
C19312,Currency_19312
C19313,Currency_19313
C19314,Currency_19314
C19315,Currency_19315
C19316,Currency_19316
C19317,Currency_19317
C19318,Currency_19318
C19319,Currency_19319
C19320,Currency_19320
C19321,Currency_19321
C19322,Currency_19322
C19323,Currency_19323
C19324,Currency_19324
C19325,Currency_19325
C19326,Currency_19326
C19327,Currency_19327
C19328,Currency_19328
C19329,Currency_19329
C19330,Currency_19330
C19331,Currency_19331
C19332,Currency_19332
C19333,Currency_19333
C19334,Currency_19334
C19335,Currency_19335
C19336,Currency_19336
C19337,Currency_19337
C19338,Currency_19338
C19339,Currency_19339
C19340,Currency_19340
C19341,Currency_19341
C19342,Currency_19342
C19343,Currency_19343
C19344,Currency_19344
C19345,Currency_19345
C19346,Currency_19346
C19347,Currency_19347
C19348,Currency_19348
C19349,Currency_19349
C19350,Currency_19350
C19351,Currency_19351
C19352,Currency_19352
C19353,Currency_19353
C19354,Currency_19354
C19355,Currency_19355
C19356,Currency_19356
C19357,Currency_19357
C19358,Currency_19358
C19359,Currency_19359
C19360,Currency_19360
C19361,Currency_19361
C19362,Currency_19362
C19363,Currency_19363
C19364,Currency_19364
C19365,Currency_19365
C19366,Currency_19366
C19367,Currency_19367
C19368,Currency_19368
C19369,Currency_19369
C19370,Currency_19370
C19371,Currency_19371
C19372,Currency_19372
C19373,Currency_19373
C19374,Currency_19374
C19375,Currency_19375
C19376,Currency_19376
C19377,Currency_19377
C19378,Currency_19378
C19379,Currency_19379
C19380,Currency_19380
C19381,Currency_19381
C19382,Currency_19382
C19383,Currency_19383
C19384,Currency_19384
C19385,Currency_19385
C19386,Currency_19386
C19387,Currency_19387
C19388,Currency_19388
C19389,Currency_19389
C19390,Currency_19390
C19391,Currency_19391
C19392,Currency_19392
C19393,Currency_19393
C19394,Currency_19394
C19395,Currency_19395
C19396,Currency_19396
C19397,Currency_19397
C19398,Currency_19398
C19399,Currency_19399
C19400,Currency_19400
C19401,Currency_19401
C19402,Currency_19402
C19403,Currency_19403
C19404,Currency_19404
C19405,Currency_19405
C19406,Currency_19406
C19407,Currency_19407
C19408,Currency_19408
C19409,Currency_19409
C19410,Currency_19410
C19411,Currency_19411
C19412,Currency_19412
C19413,Currency_19413
C19414,Currency_19414
C19415,Currency_19415
C19416,Currency_19416
C19417,Currency_19417
C19418,Currency_19418
C19419,Currency_19419
C19420,Currency_19420
C19421,Currency_19421
C19422,Currency_19422
C19423,Currency_19423
C19424,Currency_19424
C19425,Currency_19425
C19426,Currency_19426
C19427,Currency_19427
C19428,Currency_19428
C19429,Currency_19429
C19430,Currency_19430
C19431,Currency_19431
C19432,Currency_19432
C19433,Currency_19433
C19434,Currency_19434
C19435,Currency_19435
C19436,Currency_19436
C19437,Currency_19437
C19438,Currency_19438
C19439,Currency_19439
C19440,Currency_19440
C19441,Currency_19441
C19442,Currency_19442
C19443,Currency_19443
C19444,Currency_19444
C19445,Currency_19445
C19446,Currency_19446
C19447,Currency_19447
C19448,Currency_19448
C19449,Currency_19449
C19450,Currency_19450
C19451,Currency_19451
C19452,Currency_19452
C19453,Currency_19453
C19454,Currency_19454
C19455,Currency_19455
C19456,Currency_19456
C19457,Currency_19457
C19458,Currency_19458
C19459,Currency_19459
C19460,Currency_19460
C19461,Currency_19461
C19462,Currency_19462
C19463,Currency_19463
C19464,Currency_19464
C19465,Currency_19465
C19466,Currency_19466
C19467,Currency_19467
C19468,Currency_19468
C19469,Currency_19469
C19470,Currency_19470
C19471,Currency_19471
C19472,Currency_19472
C19473,Currency_19473
C19474,Currency_19474
C19475,Currency_19475
C19476,Currency_19476
C19477,Currency_19477
C19478,Currency_19478
C19479,Currency_19479
C19480,Currency_19480
C19481,Currency_19481
C19482,Currency_19482
C19483,Currency_19483
C19484,Currency_19484
C19485,Currency_19485
C19486,Currency_19486
C19487,Currency_19487
C19488,Currency_19488
C19489,Currency_19489
C19490,Currency_19490
C19491,Currency_19491
C19492,Currency_19492
C19493,Currency_19493
C19494,Currency_19494
C19495,Currency_19495
C19496,Currency_19496
C19497,Currency_19497
C19498,Currency_19498
C19499,Currency_19499
C19500,Currency_19500
C19501,Currency_19501
C19502,Currency_19502
C19503,Currency_19503
C19504,Currency_19504
C19505,Currency_19505
C19506,Currency_19506
C19507,Currency_19507
C19508,Currency_19508
C19509,Currency_19509
C19510,Currency_19510
C19511,Currency_19511
C19512,Currency_19512
C19513,Currency_19513
C19514,Currency_19514
C19515,Currency_19515
C19516,Currency_19516
C19517,Currency_19517
C19518,Currency_19518
C19519,Currency_19519
C19520,Currency_19520
C19521,Currency_19521
C19522,Currency_19522
C19523,Currency_19523
C19524,Currency_19524
C19525,Currency_19525
C19526,Currency_19526
C19527,Currency_19527
C19528,Currency_19528
C19529,Currency_19529
C19530,Currency_19530
C19531,Currency_19531
C19532,Currency_19532
C19533,Currency_19533
C19534,Currency_19534
C19535,Currency_19535
C19536,Currency_19536
C19537,Currency_19537
C19538,Currency_19538
C19539,Currency_19539
C19540,Currency_19540
C19541,Currency_19541
C19542,Currency_19542
C19543,Currency_19543
C19544,Currency_19544
C19545,Currency_19545
C19546,Currency_19546
C19547,Currency_19547
C19548,Currency_19548
C19549,Currency_19549
C19550,Currency_19550
C19551,Currency_19551
C19552,Currency_19552
C19553,Currency_19553
C19554,Currency_19554
C19555,Currency_19555
C19556,Currency_19556
C19557,Currency_19557
C19558,Currency_19558
C19559,Currency_19559
C19560,Currency_19560
C19561,Currency_19561
C19562,Currency_19562
C19563,Currency_19563
C19564,Currency_19564
C19565,Currency_19565
C19566,Currency_19566
C19567,Currency_19567
C19568,Currency_19568
C19569,Currency_19569
C19570,Currency_19570
C19571,Currency_19571
C19572,Currency_19572
C19573,Currency_19573
C19574,Currency_19574
C19575,Currency_19575
C19576,Currency_19576
C19577,Currency_19577
C19578,Currency_19578
C19579,Currency_19579
C19580,Currency_19580
C19581,Currency_19581
C19582,Currency_19582
C19583,Currency_19583
C19584,Currency_19584
C19585,Currency_19585
C19586,Currency_19586
C19587,Currency_19587
C19588,Currency_19588
C19589,Currency_19589
C19590,Currency_19590
C19591,Currency_19591
C19592,Currency_19592
C19593,Currency_19593
C19594,Currency_19594
C19595,Currency_19595
C19596,Currency_19596
C19597,Currency_19597
C19598,Currency_19598
C19599,Currency_19599
C19600,Currency_19600
C19601,Currency_19601
C19602,Currency_19602
C19603,Currency_19603
C19604,Currency_19604
C19605,Currency_19605
C19606,Currency_19606
C19607,Currency_19607
C19608,Currency_19608
C19609,Currency_19609
C19610,Currency_19610
C19611,Currency_19611
C19612,Currency_19612
C19613,Currency_19613
C19614,Currency_19614
C19615,Currency_19615
C19616,Currency_19616
C19617,Currency_19617
C19618,Currency_19618
C19619,Currency_19619
C19620,Currency_19620
C19621,Currency_19621
C19622,Currency_19622
C19623,Currency_19623
C19624,Currency_19624
C19625,Currency_19625
C19626,Currency_19626
C19627,Currency_19627
C19628,Currency_19628
C19629,Currency_19629
C19630,Currency_19630
C19631,Currency_19631
C19632,Currency_19632
C19633,Currency_19633
C19634,Currency_19634
C19635,Currency_19635
C19636,Currency_19636
C19637,Currency_19637
C19638,Currency_19638
C19639,Currency_19639
C19640,Currency_19640
C19641,Currency_19641
C19642,Currency_19642
C19643,Currency_19643
C19644,Currency_19644
C19645,Currency_19645
C19646,Currency_19646
C19647,Currency_19647
C19648,Currency_19648
C19649,Currency_19649
C19650,Currency_19650
C19651,Currency_19651
C19652,Currency_19652
C19653,Currency_19653
C19654,Currency_19654
C19655,Currency_19655
C19656,Currency_19656
C19657,Currency_19657
C19658,Currency_19658
C19659,Currency_19659
C19660,Currency_19660
C19661,Currency_19661
C19662,Currency_19662
C19663,Currency_19663
C19664,Currency_19664
C19665,Currency_19665
C19666,Currency_19666
C19667,Currency_19667
C19668,Currency_19668
C19669,Currency_19669
C19670,Currency_19670
C19671,Currency_19671
C19672,Currency_19672
C19673,Currency_19673
C19674,Currency_19674
C19675,Currency_19675
C19676,Currency_19676
C19677,Currency_19677
C19678,Currency_19678
C19679,Currency_19679
C19680,Currency_19680
C19681,Currency_19681
C19682,Currency_19682
C19683,Currency_19683
C19684,Currency_19684
C19685,Currency_19685
C19686,Currency_19686
C19687,Currency_19687
C19688,Currency_19688
C19689,Currency_19689
C19690,Currency_19690
C19691,Currency_19691
C19692,Currency_19692
C19693,Currency_19693
C19694,Currency_19694
C19695,Currency_19695
C19696,Currency_19696
C19697,Currency_19697
C19698,Currency_19698
C19699,Currency_19699
C19700,Currency_19700
C19701,Currency_19701
C19702,Currency_19702
C19703,Currency_19703
C19704,Currency_19704
C19705,Currency_19705
C19706,Currency_19706
C19707,Currency_19707
C19708,Currency_19708
C19709,Currency_19709
C19710,Currency_19710
C19711,Currency_19711
C19712,Currency_19712
C19713,Currency_19713
C19714,Currency_19714
C19715,Currency_19715
C19716,Currency_19716
C19717,Currency_19717
C19718,Currency_19718
C19719,Currency_19719
C19720,Currency_19720
C19721,Currency_19721
C19722,Currency_19722
C19723,Currency_19723
C19724,Currency_19724
C19725,Currency_19725
C19726,Currency_19726
C19727,Currency_19727
C19728,Currency_19728
C19729,Currency_19729
C19730,Currency_19730
C19731,Currency_19731
C19732,Currency_19732
C19733,Currency_19733
C19734,Currency_19734
C19735,Currency_19735
C19736,Currency_19736
C19737,Currency_19737
C19738,Currency_19738
C19739,Currency_19739
C19740,Currency_19740
C19741,Currency_19741
C19742,Currency_19742
C19743,Currency_19743
C19744,Currency_19744
C19745,Currency_19745
C19746,Currency_19746
C19747,Currency_19747
C19748,Currency_19748
C19749,Currency_19749
C19750,Currency_19750
C19751,Currency_19751
C19752,Currency_19752
C19753,Currency_19753
C19754,Currency_19754
C19755,Currency_19755
C19756,Currency_19756
C19757,Currency_19757
C19758,Currency_19758
C19759,Currency_19759
C19760,Currency_19760
C19761,Currency_19761
C19762,Currency_19762
C19763,Currency_19763
C19764,Currency_19764
C19765,Currency_19765
C19766,Currency_19766
C19767,Currency_19767
C19768,Currency_19768
C19769,Currency_19769
C19770,Currency_19770
C19771,Currency_19771
C19772,Currency_19772
C19773,Currency_19773
C19774,Currency_19774
C19775,Currency_19775
C19776,Currency_19776
C19777,Currency_19777
C19778,Currency_19778
C19779,Currency_19779
C19780,Currency_19780
C19781,Currency_19781
C19782,Currency_19782
C19783,Currency_19783
C19784,Currency_19784
C19785,Currency_19785
C19786,Currency_19786
C19787,Currency_19787
C19788,Currency_19788
C19789,Currency_19789
C19790,Currency_19790
C19791,Currency_19791
C19792,Currency_19792
C19793,Currency_19793
C19794,Currency_19794
C19795,Currency_19795
C19796,Currency_19796
C19797,Currency_19797
C19798,Currency_19798
C19799,Currency_19799
C19800,Currency_19800
C19801,Currency_19801
C19802,Currency_19802
C19803,Currency_19803
C19804,Currency_19804
C19805,Currency_19805
C19806,Currency_19806
C19807,Currency_19807
C19808,Currency_19808
C19809,Currency_19809
C19810,Currency_19810
C19811,Currency_19811
C19812,Currency_19812
C19813,Currency_19813
C19814,Currency_19814
C19815,Currency_19815
C19816,Currency_19816
C19817,Currency_19817
C19818,Currency_19818
C19819,Currency_19819
C19820,Currency_19820
C19821,Currency_19821
C19822,Currency_19822
C19823,Currency_19823
C19824,Currency_19824
C19825,Currency_19825
C19826,Currency_19826
C19827,Currency_19827
C19828,Currency_19828
C19829,Currency_19829
C19830,Currency_19830
C19831,Currency_19831
C19832,Currency_19832
C19833,Currency_19833
C19834,Currency_19834
C19835,Currency_19835
C19836,Currency_19836
C19837,Currency_19837
C19838,Currency_19838
C19839,Currency_19839
C19840,Currency_19840
C19841,Currency_19841
C19842,Currency_19842
C19843,Currency_19843
C19844,Currency_19844
C19845,Currency_19845
C19846,Currency_19846
C19847,Currency_19847
C19848,Currency_19848
C19849,Currency_19849
C19850,Currency_19850
C19851,Currency_19851
C19852,Currency_19852
C19853,Currency_19853
C19854,Currency_19854
C19855,Currency_19855
C19856,Currency_19856
C19857,Currency_19857
C19858,Currency_19858
C19859,Currency_19859
C19860,Currency_19860
C19861,Currency_19861
C19862,Currency_19862
C19863,Currency_19863
C19864,Currency_19864
C19865,Currency_19865
C19866,Currency_19866
C19867,Currency_19867
C19868,Currency_19868
C19869,Currency_19869
C19870,Currency_19870
C19871,Currency_19871
C19872,Currency_19872
C19873,Currency_19873
C19874,Currency_19874
C19875,Currency_19875
C19876,Currency_19876
C19877,Currency_19877
C19878,Currency_19878
C19879,Currency_19879
C19880,Currency_19880
C19881,Currency_19881
C19882,Currency_19882
C19883,Currency_19883
C19884,Currency_19884
C19885,Currency_19885
C19886,Currency_19886
C19887,Currency_19887
C19888,Currency_19888
C19889,Currency_19889
C19890,Currency_19890
C19891,Currency_19891
C19892,Currency_19892
C19893,Currency_19893
C19894,Currency_19894
C19895,Currency_19895
C19896,Currency_19896
C19897,Currency_19897
C19898,Currency_19898
C19899,Currency_19899
C19900,Currency_19900
C19901,Currency_19901
C19902,Currency_19902
C19903,Currency_19903
C19904,Currency_19904
C19905,Currency_19905
C19906,Currency_19906
C19907,Currency_19907
C19908,Currency_19908
C19909,Currency_19909
C19910,Currency_19910
C19911,Currency_19911
C19912,Currency_19912
C19913,Currency_19913
C19914,Currency_19914
C19915,Currency_19915
C19916,Currency_19916
C19917,Currency_19917
C19918,Currency_19918
C19919,Currency_19919
C19920,Currency_19920
C19921,Currency_19921
C19922,Currency_19922
C19923,Currency_19923
C19924,Currency_19924
C19925,Currency_19925
C19926,Currency_19926
C19927,Currency_19927
C19928,Currency_19928
C19929,Currency_19929
C19930,Currency_19930
C19931,Currency_19931
C19932,Currency_19932
C19933,Currency_19933
C19934,Currency_19934
C19935,Currency_19935
C19936,Currency_19936
C19937,Currency_19937
C19938,Currency_19938
C19939,Currency_19939
C19940,Currency_19940
C19941,Currency_19941
C19942,Currency_19942
C19943,Currency_19943
C19944,Currency_19944
C19945,Currency_19945
C19946,Currency_19946
C19947,Currency_19947
C19948,Currency_19948
C19949,Currency_19949
C19950,Currency_19950
C19951,Currency_19951
C19952,Currency_19952
C19953,Currency_19953
C19954,Currency_19954
C19955,Currency_19955
C19956,Currency_19956
C19957,Currency_19957
C19958,Currency_19958
C19959,Currency_19959
C19960,Currency_19960
C19961,Currency_19961
C19962,Currency_19962
C19963,Currency_19963
C19964,Currency_19964
C19965,Currency_19965
C19966,Currency_19966
C19967,Currency_19967
C19968,Currency_19968
C19969,Currency_19969
C19970,Currency_19970
C19971,Currency_19971
C19972,Currency_19972
C19973,Currency_19973
C19974,Currency_19974
C19975,Currency_19975
C19976,Currency_19976
C19977,Currency_19977
C19978,Currency_19978
C19979,Currency_19979
C19980,Currency_19980
C19981,Currency_19981
C19982,Currency_19982
C19983,Currency_19983
C19984,Currency_19984
C19985,Currency_19985
C19986,Currency_19986
C19987,Currency_19987
C19988,Currency_19988
C19989,Currency_19989
C19990,Currency_19990
C19991,Currency_19991
C19992,Currency_19992
C19993,Currency_19993
C19994,Currency_19994
C19995,Currency_19995
C19996,Currency_19996
C19997,Currency_19997
C19998,Currency_19998
C19999,Currency_19999
C20000,Currency_20000
C20001,Currency_20001
C20002,Currency_20002
C20003,Currency_20003
C20004,Currency_20004
C20005,Currency_20005
C20006,Currency_20006
C20007,Currency_20007
C20008,Currency_20008
C20009,Currency_20009
C20010,Currency_20010
C20011,Currency_20011
C20012,Currency_20012
C20013,Currency_20013
C20014,Currency_20014
C20015,Currency_20015
C20016,Currency_20016
C20017,Currency_20017
C20018,Currency_20018
C20019,Currency_20019
C20020,Currency_20020
C20021,Currency_20021
C20022,Currency_20022
C20023,Currency_20023
C20024,Currency_20024
C20025,Currency_20025
C20026,Currency_20026
C20027,Currency_20027
C20028,Currency_20028
C20029,Currency_20029
C20030,Currency_20030
C20031,Currency_20031
C20032,Currency_20032
C20033,Currency_20033
C20034,Currency_20034
C20035,Currency_20035
C20036,Currency_20036
C20037,Currency_20037
C20038,Currency_20038
C20039,Currency_20039
C20040,Currency_20040
C20041,Currency_20041
C20042,Currency_20042
C20043,Currency_20043
C20044,Currency_20044
C20045,Currency_20045
C20046,Currency_20046
C20047,Currency_20047
C20048,Currency_20048
C20049,Currency_20049
C20050,Currency_20050
C20051,Currency_20051
C20052,Currency_20052
C20053,Currency_20053
C20054,Currency_20054
C20055,Currency_20055
C20056,Currency_20056
C20057,Currency_20057
C20058,Currency_20058
C20059,Currency_20059
C20060,Currency_20060
C20061,Currency_20061
C20062,Currency_20062
C20063,Currency_20063
C20064,Currency_20064
C20065,Currency_20065
C20066,Currency_20066
C20067,Currency_20067
C20068,Currency_20068
C20069,Currency_20069
C20070,Currency_20070
C20071,Currency_20071
C20072,Currency_20072
C20073,Currency_20073
C20074,Currency_20074
C20075,Currency_20075
C20076,Currency_20076
C20077,Currency_20077
C20078,Currency_20078
C20079,Currency_20079
C20080,Currency_20080
C20081,Currency_20081
C20082,Currency_20082
C20083,Currency_20083
C20084,Currency_20084
C20085,Currency_20085
C20086,Currency_20086
C20087,Currency_20087
C20088,Currency_20088
C20089,Currency_20089
C20090,Currency_20090
C20091,Currency_20091
C20092,Currency_20092
C20093,Currency_20093
C20094,Currency_20094
C20095,Currency_20095
C20096,Currency_20096
C20097,Currency_20097
C20098,Currency_20098
C20099,Currency_20099
C20100,Currency_20100
C20101,Currency_20101
C20102,Currency_20102
C20103,Currency_20103
C20104,Currency_20104
C20105,Currency_20105
C20106,Currency_20106
C20107,Currency_20107
C20108,Currency_20108
C20109,Currency_20109
C20110,Currency_20110
C20111,Currency_20111
C20112,Currency_20112
C20113,Currency_20113
C20114,Currency_20114
C20115,Currency_20115
C20116,Currency_20116
C20117,Currency_20117
C20118,Currency_20118
C20119,Currency_20119
C20120,Currency_20120
C20121,Currency_20121
C20122,Currency_20122
C20123,Currency_20123
C20124,Currency_20124
C20125,Currency_20125
C20126,Currency_20126
C20127,Currency_20127
C20128,Currency_20128
C20129,Currency_20129
C20130,Currency_20130
C20131,Currency_20131
C20132,Currency_20132
C20133,Currency_20133
C20134,Currency_20134
C20135,Currency_20135
C20136,Currency_20136
C20137,Currency_20137
C20138,Currency_20138
C20139,Currency_20139
C20140,Currency_20140
C20141,Currency_20141
C20142,Currency_20142
C20143,Currency_20143
C20144,Currency_20144
C20145,Currency_20145
C20146,Currency_20146
C20147,Currency_20147
C20148,Currency_20148
C20149,Currency_20149
C20150,Currency_20150
C20151,Currency_20151
C20152,Currency_20152
C20153,Currency_20153
C20154,Currency_20154
C20155,Currency_20155
C20156,Currency_20156
C20157,Currency_20157
C20158,Currency_20158
C20159,Currency_20159
C20160,Currency_20160
C20161,Currency_20161
C20162,Currency_20162
C20163,Currency_20163
C20164,Currency_20164
C20165,Currency_20165
C20166,Currency_20166
C20167,Currency_20167
C20168,Currency_20168
C20169,Currency_20169
C20170,Currency_20170
C20171,Currency_20171
C20172,Currency_20172
C20173,Currency_20173
C20174,Currency_20174
C20175,Currency_20175
C20176,Currency_20176
C20177,Currency_20177
C20178,Currency_20178
C20179,Currency_20179
C20180,Currency_20180
C20181,Currency_20181
C20182,Currency_20182
C20183,Currency_20183
C20184,Currency_20184
C20185,Currency_20185
C20186,Currency_20186
C20187,Currency_20187
C20188,Currency_20188
C20189,Currency_20189
C20190,Currency_20190
C20191,Currency_20191
C20192,Currency_20192
C20193,Currency_20193
C20194,Currency_20194
C20195,Currency_20195
C20196,Currency_20196
C20197,Currency_20197
C20198,Currency_20198
C20199,Currency_20199
C20200,Currency_20200
C20201,Currency_20201
C20202,Currency_20202
C20203,Currency_20203
C20204,Currency_20204
C20205,Currency_20205
C20206,Currency_20206
C20207,Currency_20207
C20208,Currency_20208
C20209,Currency_20209
C20210,Currency_20210
C20211,Currency_20211
C20212,Currency_20212
C20213,Currency_20213
C20214,Currency_20214
C20215,Currency_20215
C20216,Currency_20216
C20217,Currency_20217
C20218,Currency_20218
C20219,Currency_20219
C20220,Currency_20220
C20221,Currency_20221
C20222,Currency_20222
C20223,Currency_20223
C20224,Currency_20224
C20225,Currency_20225
C20226,Currency_20226
C20227,Currency_20227
C20228,Currency_20228
C20229,Currency_20229
C20230,Currency_20230
C20231,Currency_20231
C20232,Currency_20232
C20233,Currency_20233
C20234,Currency_20234
C20235,Currency_20235
C20236,Currency_20236
C20237,Currency_20237
C20238,Currency_20238
C20239,Currency_20239
C20240,Currency_20240
C20241,Currency_20241
C20242,Currency_20242
C20243,Currency_20243
C20244,Currency_20244
C20245,Currency_20245
C20246,Currency_20246
C20247,Currency_20247
C20248,Currency_20248
C20249,Currency_20249
C20250,Currency_20250
C20251,Currency_20251
C20252,Currency_20252
C20253,Currency_20253
C20254,Currency_20254
C20255,Currency_20255
C20256,Currency_20256
C20257,Currency_20257
C20258,Currency_20258
C20259,Currency_20259
C20260,Currency_20260
C20261,Currency_20261
C20262,Currency_20262
C20263,Currency_20263
C20264,Currency_20264
C20265,Currency_20265
C20266,Currency_20266
C20267,Currency_20267
C20268,Currency_20268
C20269,Currency_20269
C20270,Currency_20270
C20271,Currency_20271
C20272,Currency_20272
C20273,Currency_20273
C20274,Currency_20274
C20275,Currency_20275
C20276,Currency_20276
C20277,Currency_20277
C20278,Currency_20278
C20279,Currency_20279
C20280,Currency_20280
C20281,Currency_20281
C20282,Currency_20282
C20283,Currency_20283
C20284,Currency_20284
C20285,Currency_20285
C20286,Currency_20286
C20287,Currency_20287
C20288,Currency_20288
C20289,Currency_20289
C20290,Currency_20290
C20291,Currency_20291
C20292,Currency_20292
C20293,Currency_20293
C20294,Currency_20294
C20295,Currency_20295
C20296,Currency_20296
C20297,Currency_20297
C20298,Currency_20298
C20299,Currency_20299
C20300,Currency_20300
C20301,Currency_20301
C20302,Currency_20302
C20303,Currency_20303
C20304,Currency_20304
C20305,Currency_20305
C20306,Currency_20306
C20307,Currency_20307
C20308,Currency_20308
C20309,Currency_20309
C20310,Currency_20310
C20311,Currency_20311
C20312,Currency_20312
C20313,Currency_20313
C20314,Currency_20314
C20315,Currency_20315
C20316,Currency_20316
C20317,Currency_20317
C20318,Currency_20318
C20319,Currency_20319
C20320,Currency_20320
C20321,Currency_20321
C20322,Currency_20322
C20323,Currency_20323
C20324,Currency_20324
C20325,Currency_20325
C20326,Currency_20326
C20327,Currency_20327
C20328,Currency_20328
C20329,Currency_20329
C20330,Currency_20330
C20331,Currency_20331
C20332,Currency_20332
C20333,Currency_20333
C20334,Currency_20334
C20335,Currency_20335
C20336,Currency_20336
C20337,Currency_20337
C20338,Currency_20338
C20339,Currency_20339
C20340,Currency_20340
C20341,Currency_20341
C20342,Currency_20342
C20343,Currency_20343
C20344,Currency_20344
C20345,Currency_20345
C20346,Currency_20346
C20347,Currency_20347
C20348,Currency_20348
C20349,Currency_20349
C20350,Currency_20350
C20351,Currency_20351
C20352,Currency_20352
C20353,Currency_20353
C20354,Currency_20354
C20355,Currency_20355
C20356,Currency_20356
C20357,Currency_20357
C20358,Currency_20358
C20359,Currency_20359
C20360,Currency_20360
C20361,Currency_20361
C20362,Currency_20362
C20363,Currency_20363
C20364,Currency_20364
C20365,Currency_20365
C20366,Currency_20366
C20367,Currency_20367
C20368,Currency_20368
C20369,Currency_20369
C20370,Currency_20370
C20371,Currency_20371
C20372,Currency_20372
C20373,Currency_20373
C20374,Currency_20374
C20375,Currency_20375
C20376,Currency_20376
C20377,Currency_20377
C20378,Currency_20378
C20379,Currency_20379
C20380,Currency_20380
C20381,Currency_20381
C20382,Currency_20382
C20383,Currency_20383
C20384,Currency_20384
C20385,Currency_20385
C20386,Currency_20386
C20387,Currency_20387
C20388,Currency_20388
C20389,Currency_20389
C20390,Currency_20390
C20391,Currency_20391
C20392,Currency_20392
C20393,Currency_20393
C20394,Currency_20394
C20395,Currency_20395
C20396,Currency_20396
C20397,Currency_20397
C20398,Currency_20398
C20399,Currency_20399
C20400,Currency_20400
C20401,Currency_20401
C20402,Currency_20402
C20403,Currency_20403
C20404,Currency_20404
C20405,Currency_20405
C20406,Currency_20406
C20407,Currency_20407
C20408,Currency_20408
C20409,Currency_20409
C20410,Currency_20410
C20411,Currency_20411
C20412,Currency_20412
C20413,Currency_20413
C20414,Currency_20414
C20415,Currency_20415
C20416,Currency_20416
C20417,Currency_20417
C20418,Currency_20418
C20419,Currency_20419
C20420,Currency_20420
C20421,Currency_20421
C20422,Currency_20422
C20423,Currency_20423
C20424,Currency_20424
C20425,Currency_20425
C20426,Currency_20426
C20427,Currency_20427
C20428,Currency_20428
C20429,Currency_20429
C20430,Currency_20430
C20431,Currency_20431
C20432,Currency_20432
C20433,Currency_20433
C20434,Currency_20434
C20435,Currency_20435
C20436,Currency_20436
C20437,Currency_20437
C20438,Currency_20438
C20439,Currency_20439
C20440,Currency_20440
C20441,Currency_20441
C20442,Currency_20442
C20443,Currency_20443
C20444,Currency_20444
C20445,Currency_20445
C20446,Currency_20446
C20447,Currency_20447
C20448,Currency_20448
C20449,Currency_20449
C20450,Currency_20450
C20451,Currency_20451
C20452,Currency_20452
C20453,Currency_20453
C20454,Currency_20454
C20455,Currency_20455
C20456,Currency_20456
C20457,Currency_20457
C20458,Currency_20458
C20459,Currency_20459
C20460,Currency_20460
C20461,Currency_20461
C20462,Currency_20462
C20463,Currency_20463
C20464,Currency_20464
C20465,Currency_20465
C20466,Currency_20466
C20467,Currency_20467
C20468,Currency_20468
C20469,Currency_20469
C20470,Currency_20470
C20471,Currency_20471
C20472,Currency_20472
C20473,Currency_20473
C20474,Currency_20474
C20475,Currency_20475
C20476,Currency_20476
C20477,Currency_20477
C20478,Currency_20478
C20479,Currency_20479
C20480,Currency_20480
C20481,Currency_20481
C20482,Currency_20482
C20483,Currency_20483
C20484,Currency_20484
C20485,Currency_20485
C20486,Currency_20486
C20487,Currency_20487
C20488,Currency_20488
C20489,Currency_20489
C20490,Currency_20490
